_id,link,website,request_time,request_date,request_datetime,flat_meta.price,flat_meta.surface,city,order,orga,run
ObjectID(58402a4279baba5e570277d0),www.immobilienscout24.de/expose/88887664,immobilienscout,09:24:18,2016-06-13,2016-06-13T09:24:18Z,300,52.84,magdeburg,iga,private,1
ObjectID(584038f779baba5e57028af8),www.immobilienscout24.de/expose/89394983,immobilienscout,07:53:49,2016-07-16,2016-07-16T07:53:49Z,295.68,52.8,magdeburg,gtp,company,1
ObjectID(5840338c79baba5e570284b2),www.immobilienscout24.de/expose/89217334,immobilienscout,07:50:59,2016-07-05,2016-07-05T07:50:59Z,690,53,frankfurt,gta,private,1
ObjectID(58402a4379baba5e570277d2),www.immobilienscout24.de/expose/88872098,immobilienscout,09:31:40,2016-06-13,2016-06-13T09:31:40Z,301.6,36.66,dortmund,iga,company,1
ObjectID(58402a4379baba5e570277d4),www.immobilienscout24.de/expose/88875900,immobilienscout,09:24:20,2016-06-13,2016-06-13T09:24:20Z,286,37,leipzig,ixtyg,company,1
ObjectID(58402ed079baba5e57027eb0),www.immobilienscout24.de/expose/89050208,immobilienscout,17:11:28,2016-06-23,2016-06-23T17:11:28Z,430,57.49,dresden,tag,company,1
ObjectID(584ebe32c980817b111fb8e7),www.immowelt.de/expose/2BMFN4F,immowelt,17:26:03,2016-09-22,2016-09-22T17:26:03Z,450,60,nürnberg,tgp,company,2
ObjectID(58402a4479baba5e570277d6),www.immobilienscout24.de/expose/88873236,immobilienscout,09:24:26,2016-06-13,2016-06-13T09:24:26Z,515.9,51.59,berlin,pgt,company,1
ObjectID(58402a4879baba5e570277ea),www.immobilienscout24.de/expose/88873502,immobilienscout,09:25:12,2016-06-13,2016-06-13T09:25:12Z,600,54,köln,agi,private,1
ObjectID(584ec049c980817b111fba54),www.immowelt.de/expose/2B8N74K,immowelt,17:24:04,2016-09-30,2016-09-30T17:24:04Z,555,50,köln,tgp,private,2
ObjectID(5846b48079baba5e5702a796),www.immobilienscout24.de/expose/90677184,immobilienscout,07:28:22,2016-10-11,2016-10-11T07:28:22Z,500,47,frankfurt,git,company,2
ObjectID(58402bd879baba5e57027a20),www.immobilienscout24.de/expose/88933696,immobilienscout,17:13:31,2016-06-15,2016-06-15T17:13:31Z,230,34.82,dresden,gia,company,1
ObjectID(58469ea679baba5e5702a25c),www.immobilienscout24.de/expose/90455686,immobilienscout,07:25:58,2016-09-25,2016-09-25T07:25:58Z,550,52,köln,gia,company,2
ObjectID(5840306879baba5e570280e8),www.immobilienscout24.de/expose/89115756,immobilienscout,17:08:25,2016-06-28,2016-06-28T17:08:25Z,233.74,51.1,dortmund,tig,company,1
ObjectID(58402a4d79baba5e570277fe),www.immobilienscout24.de/expose/88884525,immobilienscout,09:25:48,2016-06-13,2016-06-13T09:25:48Z,460,60,nürnberg,itg,company,1
ObjectID(5840365479baba5e5702881e),www.immobilienscout24.de/expose/89318666,immobilienscout,17:07:16,2016-07-11,2016-07-11T17:07:16Z,265,30,dresden,pgt,company,1
ObjectID(58469cff79baba5e5702a056),www.immobilienscout24.de/expose/90373327,immobilienscout,17:32:48,2016-09-20,2016-09-20T17:32:48Z,398.08,49.76,nürnberg,gia,company,2
ObjectID(58402a4e79baba5e57027804),www.immobilienscout24.de/expose/88856289,immobilienscout,09:36:55,2016-06-13,2016-06-13T09:36:55Z,315.17,54.34,magdeburg,pgt,company,1
ObjectID(58469cfe79baba5e5702a052),www.immobilienscout24.de/expose/90381360,immobilienscout,17:32:19,2016-09-20,2016-09-20T17:32:19Z,340,49,dresden,aig,company,2
ObjectID(584034f179baba5e57028684),www.immobilienscout24.de/expose/89264024,immobilienscout,17:14:02,2016-07-07,2016-07-07T17:14:02Z,345.91,59.95,berlin,git,company,1
ObjectID(58402eaa79baba5e57027e74),www.immobilienscout24.de/expose/87291846,immobilienscout,08:01:17,2016-06-23,2016-06-23T08:01:17Z,393.59,56.47,berlin,ig,company,1
ObjectID(58402a4f79baba5e57027808),www.immobilienscout24.de/expose/88885299,immobilienscout,09:26:28,2016-06-13,2016-06-13T09:26:28Z,620,50,münchen,it,private,1
ObjectID(58404d6b79baba5e57028f00),www.immowelt.de/expose/2ACN94B,immowelt,07:52:00,2016-06-21,2016-06-21T07:52:00Z,460,40,hamburg,gip,private,1
ObjectID(5840315479baba5e5702822e),www.immobilienscout24.de/expose/89159313,immobilienscout,17:13:43,2016-06-30,2016-06-30T17:13:43Z,399,42,hamburg,gta,company,1
ObjectID(58469b4879baba5e57029e58),www.immobilienscout24.de/expose/78059481,immobilienscout,07:30:58,2016-09-17,2016-09-17T07:30:58Z,289,58.92,leipzig,pig,company,2
ObjectID(58402a5279baba5e57027814),www.immobilienscout24.de/expose/88871710,immobilienscout,09:32:26,2016-06-13,2016-06-13T09:32:26Z,439.9,53,köln,apg,company,1
ObjectID(58402b4579baba5e57027960),www.immobilienscout24.de/expose/88911295,immobilienscout,17:20:12,2016-06-14,2016-06-14T17:20:12Z,209,33.96,magdeburg,pgt,company,1
ObjectID(5840330579baba5e57028404),www.immobilienscout24.de/expose/89198793,immobilienscout,07:47:50,2016-07-04,2016-07-04T07:47:50Z,399,59,leipzig,atg,private,1
ObjectID(58402a5479baba5e5702781c),www.immobilienscout24.de/expose/88844688,immobilienscout,09:24:52,2016-06-13,2016-06-13T09:24:52Z,500,60,nürnberg,gpi,private,1
ObjectID(5840348979baba5e570285ec),www.immobilienscout24.de/expose/66123523,immobilienscout,17:32:51,2016-07-06,2016-07-06T17:32:51Z,650,42,frankfurt,atgg,private,1
ObjectID(58402a5579baba5e57027820),www.immobilienscout24.de/expose/88857637,immobilienscout,09:31:48,2016-06-13,2016-06-13T09:31:48Z,540,40,nürnberg,tig,company,1
ObjectID(58402cc179baba5e57027b6c),www.immobilienscout24.de/expose/88979559,immobilienscout,07:48:09,2016-06-18,2016-06-18T07:48:09Z,254,46.11,leipzig,pgi,company,1
ObjectID(58469aff79baba5e57029df2),www.immobilienscout24.de/expose/90302145,immobilienscout,17:28:29,2016-09-16,2016-09-16T17:28:29Z,330,43,dortmund,gtp,private,2
ObjectID(58402a5679baba5e57027822),www.immobilienscout24.de/expose/88863777,immobilienscout,09:36:55,2016-06-13,2016-06-13T09:36:55Z,380,33,frankfurt,igt,company,1
ObjectID(58402a5679baba5e57027824),www.immobilienscout24.de/expose/88870210,immobilienscout,09:26:03,2016-06-13,2016-06-13T09:26:03Z,240,35,dortmund,igt,private,1
ObjectID(58402a4a79baba5e570277f2),www.immobilienscout24.de/expose/88870398,immobilienscout,09:25:32,2016-06-13,2016-06-13T09:25:32Z,260,34.78,dresden,gpt,company,1
ObjectID(58402a8f79baba5e5702783a),www.immobilienscout24.de/expose/88891257,immobilienscout,18:49:36,2016-06-13,2016-06-13T18:49:36Z,600,44,köln,ptg,private,1
ObjectID(58404d2179baba5e57028e86),www.immowelt.de/expose/299B64X,immowelt,17:00:18,2016-06-19,2016-06-19T17:00:18Z,270,33,dresden,gip,company,1
ObjectID(58402a9079baba5e5702783e),www.immobilienscout24.de/expose/88889797,immobilienscout,18:49:36,2016-06-13,2016-06-13T18:49:36Z,169.45,33.89,magdeburg,gap,company,1
ObjectID(5840500d79baba5e570291f0),www.immowelt.de/expose/2AVZX4E,immowelt,17:16:16,2016-06-29,2016-06-29T17:16:16Z,500,31,nürnberg,igp,private,1
ObjectID(58402a9179baba5e57027844),www.immobilienscout24.de/expose/88902622,immobilienscout,18:49:37,2016-06-13,2016-06-13T18:49:37Z,549,58.83,berlin,txiyg,company,1
ObjectID(58500188c980817b111fd1f0),www.immowelt.de/expose/2B28B4R,immowelt,17:33:44,2016-10-18,2016-10-18T17:33:44Z,400,39.78,leipzig,g,company,2
ObjectID(5840311d79baba5e570281f0),www.immobilienscout24.de/expose/64031887,immobilienscout,08:05:40,2016-06-30,2016-06-30T08:05:40Z,163,33,leipzig,gpi,company,1
ObjectID(584ec1dec980817b111fbb88),www.immowelt.de/expose/2BU6B4N,immowelt,07:28:46,2016-10-11,2016-10-11T07:28:46Z,275,33,dortmund,gpi,company,2
ObjectID(584ebf45c980817b111fb99f),www.immowelt.de/expose/2BNX74H,immowelt,17:27:38,2016-09-26,2016-09-26T17:27:38Z,520,56,köln,gytxa,private,2
ObjectID(58402a9879baba5e57027860),www.immobilienscout24.de/expose/88883163,immobilienscout,18:58:07,2016-06-13,2016-06-13T18:58:07Z,500,35,frankfurt,gat,private,1
ObjectID(5840310979baba5e570281ce),www.immobilienscout24.de/expose/89137628,immobilienscout,17:17:08,2016-06-29,2016-06-29T17:17:08Z,640,33,münchen,p,private,1
ObjectID(5840377879baba5e57028940),www.immobilienscout24.de/expose/89345355,immobilienscout,07:52:41,2016-07-13,2016-07-13T07:52:41Z,180.12,31.6,magdeburg,ipg,company,1
ObjectID(58402fd779baba5e5702804a),www.immobilienscout24.de/expose/89104284,immobilienscout,17:07:25,2016-06-27,2016-06-27T17:07:25Z,245.65,33.65,dresden,gpa,company,1
ObjectID(58402a9979baba5e57027862),www.immobilienscout24.de/expose/57128290,immobilienscout,18:26:50,2016-06-13,2016-06-13T18:26:50Z,315,34,nürnberg,pxay,company,1
ObjectID(58469afd79baba5e57029dee),www.immobilienscout24.de/expose/90297275,immobilienscout,17:28:01,2016-09-16,2016-09-16T17:28:01Z,297.6,55.73,magdeburg,agi,company,2
ObjectID(5840381579baba5e57028a30),www.immobilienscout24.de/expose/89357552,immobilienscout,08:12:31,2016-07-14,2016-07-14T08:12:31Z,249.25,34.49,berlin,gia,company,1
ObjectID(58402a9979baba5e57027866),www.immobilienscout24.de/expose/88899278,immobilienscout,18:51:42,2016-06-13,2016-06-13T18:51:42Z,580,57,hamburg,agt,company,1
ObjectID(5840540879baba5e57029624),www.immowelt.de/expose/2AWGL4K,immowelt,17:12:06,2016-07-09,2016-07-09T17:12:06Z,437,46,köln,tgi,company,1
ObjectID(58402a9b79baba5e5702786c),www.immobilienscout24.de/expose/88894568,immobilienscout,18:51:47,2016-06-13,2016-06-13T18:51:47Z,299.5,44,dresden,aig,company,1
ObjectID(584ec112c980817b111fbae1),www.immowelt.de/expose/2BMFV4K,immowelt,17:22:19,2016-10-03,2016-10-03T17:22:19Z,605,40,münchen,agi,private,2
ObjectID(58402d6079baba5e57027c12),www.immobilienscout24.de/expose/82888592,immobilienscout,17:00:25,2016-06-19,2016-06-19T17:00:25Z,360,53,dortmund,gtp,private,1
ObjectID(5840339a79baba5e570284e8),www.immobilienscout24.de/expose/89219956,immobilienscout,07:58:53,2016-07-05,2016-07-05T07:58:53Z,300,30,dresden,tig,company,1
ObjectID(58404b1779baba5e57028c3c),www.immowelt.de/expose/2APAF48,immowelt,18:57:39,2016-06-13,2016-06-13T18:57:39Z,295,59,leipzig,agi,company,1
ObjectID(584ebe62c980817b111fb908),www.immowelt.de/expose/26XAV4L,immowelt,07:26:25,2016-09-23,2016-09-23T07:26:25Z,300,54,leipzig,tag,company,2
ObjectID(5840355e79baba5e57028718),www.immobilienscout24.de/expose/89279636,immobilienscout,17:15:24,2016-07-08,2016-07-08T17:15:24Z,244.32,40.72,magdeburg,iga,company,1
ObjectID(5846a0a379baba5e5702a53c),www.immobilienscout24.de/expose/90534474,immobilienscout,17:25:34,2016-09-30,2016-09-30T17:25:34Z,335,30.19,leipzig,ytpxg,company,2
ObjectID(5846b43e79baba5e5702a74a),www.immobilienscout24.de/expose/90635856,immobilienscout,17:29:25,2016-10-07,2016-10-07T17:29:25Z,400,57.31,leipzig,gap,company,2
ObjectID(584037e079baba5e570289b8),www.immobilienscout24.de/expose/89346769,immobilienscout,16:04:26,2016-07-13,2016-07-13T16:04:26Z,330,50.46,magdeburg,g,company,1
ObjectID(584034b879baba5e57028626),www.immobilienscout24.de/expose/89255983,immobilienscout,07:54:29,2016-07-07,2016-07-07T07:54:29Z,230,46,dresden,gia,private,1
ObjectID(584ebdf2c980817b111fb8b7),www.immowelt.de/expose/2BXW44F,immowelt,16:48:57,2016-09-21,2016-09-21T16:48:57Z,267,53,magdeburg,gp,company,2
ObjectID(58402cab79baba5e57027b16),www.immobilienscout24.de/expose/88975078,immobilienscout,07:54:38,2016-06-18,2016-06-18T07:54:38Z,450,55,nürnberg,tpg,company,1
ObjectID(58469ea079baba5e5702a242),www.immobilienscout24.de/expose/90455125,immobilienscout,07:30:19,2016-09-25,2016-09-25T07:30:19Z,560,50,frankfurt,gap,private,2
ObjectID(58402aa779baba5e5702789e),www.immobilienscout24.de/expose/88896229,immobilienscout,18:51:58,2016-06-13,2016-06-13T18:51:58Z,339,50,dortmund,attg,company,1
ObjectID(584ec172c980817b111fbb33),www.immowelt.de/expose/2BX8N4M,immowelt,17:27:04,2016-10-07,2016-10-07T17:27:04Z,255,50.98,magdeburg,agi,company,2
ObjectID(5840501879baba5e57029210),www.immowelt.de/expose/2ATCU4E,immowelt,17:17:49,2016-06-29,2016-06-29T17:17:49Z,305,50,dortmund,pig,company,1
ObjectID(5846b3de79baba5e5702a6d2),www.immobilienscout24.de/expose/90561132,immobilienscout,17:27:51,2016-10-03,2016-10-03T17:27:51Z,169.45,33.89,magdeburg,iygxt,company,2
ObjectID(584ec139c980817b111fbaf6),www.immowelt.de/expose/2B9BJ4H,immowelt,16:31:29,2016-10-04,2016-10-04T16:31:29Z,558,39,münchen,g,company,2
ObjectID(5840323b79baba5e57028350),www.immobilienscout24.de/expose/89180389,immobilienscout,07:52:14,2016-07-02,2016-07-02T07:52:14Z,460,37.49,hamburg,gpi,company,1
ObjectID(58402a5779baba5e57027826),www.immobilienscout24.de/expose/88887603,immobilienscout,09:26:16,2016-06-13,2016-06-13T09:26:16Z,560,36,münchen,pga,private,1
ObjectID(5850019ec980817b111fd237),www.immobilienscout24.de/expose/90821691,immobilienscout,06:39:30,2016-10-19,2016-10-19T06:39:30Z,402,60,frankfurt,a,private,2
ObjectID(58469ea279baba5e5702a24c),www.immobilienscout24.de/expose/90452447,immobilienscout,07:25:15,2016-09-25,2016-09-25T07:25:15Z,340,50,dortmund,gpa,private,2
ObjectID(5840330d79baba5e57028424),www.immobilienscout24.de/expose/89197393,immobilienscout,06:47:58,2016-07-04,2016-07-04T06:47:58Z,450,56.05,berlin,t,company,1
ObjectID(58402a4879baba5e570277e8),www.immobilienscout24.de/expose/80181475,immobilienscout,09:25:07,2016-06-13,2016-06-13T09:25:07Z,250,42,magdeburg,pag,company,1
ObjectID(5846b47f79baba5e5702a794),www.immobilienscout24.de/expose/90667117,immobilienscout,07:28:19,2016-10-11,2016-10-11T07:28:19Z,790,45.91,münchen,apg,company,2
ObjectID(58404e5979baba5e57029008),www.immowelt.de/expose/2A4574C,immowelt,17:08:41,2016-06-23,2016-06-23T17:08:41Z,336,48,dresden,ixtyg,company,1
ObjectID(58402b4679baba5e57027964),www.immobilienscout24.de/expose/88918820,immobilienscout,17:09:51,2016-06-14,2016-06-14T17:09:51Z,420,38,frankfurt,gpi,company,1
ObjectID(58402e9d79baba5e57027e58),www.immobilienscout24.de/expose/89043427,immobilienscout,07:53:42,2016-06-23,2016-06-23T07:53:42Z,450,56.05,dortmund,gt,company,1
ObjectID(5840348279baba5e570285d4),www.immobilienscout24.de/expose/89248468,immobilienscout,16:43:07,2016-07-06,2016-07-06T16:43:07Z,336,44.27,dresden,gyx,company,1
ObjectID(58402ae779baba5e570278b0),www.immobilienscout24.de/expose/88907998,immobilienscout,07:21:16,2016-06-14,2016-06-14T07:21:16Z,440,54.97,frankfurt,itg,company,1
ObjectID(5846b2e879baba5e5702a588),www.immobilienscout24.de/expose/90511723,immobilienscout,07:26:12,2016-10-01,2016-10-01T07:26:12Z,434,37.5,berlin,iga,private,2
ObjectID(584ebd93c980817b111fb880),www.immowelt.de/expose/2BXYP4E,immowelt,07:30:20,2016-09-20,2016-09-20T07:30:20Z,380,56,hamburg,gat,company,2
ObjectID(58402f9779baba5e57028004),www.immobilienscout24.de/expose/89079701,immobilienscout,07:59:01,2016-06-27,2016-06-27T07:59:01Z,410,52,hamburg,tgp,private,1
ObjectID(58469d4279baba5e5702a09e),www.immobilienscout24.de/expose/90421427,immobilienscout,17:26:05,2016-09-22,2016-09-22T17:26:05Z,355,41.8,magdeburg,gytxa,company,2
ObjectID(58402fd579baba5e57028042),www.immobilienscout24.de/expose/89100095,immobilienscout,17:13:46,2016-06-27,2016-06-27T17:13:46Z,289,48.24,magdeburg,ptg,company,1
ObjectID(58402b8679baba5e5702799e),www.immobilienscout24.de/expose/88921244,immobilienscout,06:12:53,2016-06-15,2016-06-15T06:12:53Z,292.24,51.27,magdeburg,p,company,1
ObjectID(584037db79baba5e570289a8),www.immobilienscout24.de/expose/89352307,immobilienscout,16:39:17,2016-07-13,2016-07-13T16:39:17Z,500,32,frankfurt,ti,private,1
ObjectID(5846b52279baba5e5702a876),www.immobilienscout24.de/expose/90699472,immobilienscout,07:25:23,2016-10-12,2016-10-12T07:25:23Z,380,58.33,dresden,tgi,company,2
ObjectID(58402ecc79baba5e57027ea2),www.immobilienscout24.de/expose/89054719,immobilienscout,16:44:04,2016-06-23,2016-06-23T16:44:04Z,555,38.78,frankfurt,ta,private,1
ObjectID(58402aec79baba5e570278c6),www.immobilienscout24.de/expose/88909247,immobilienscout,07:21:17,2016-06-14,2016-06-14T07:21:17Z,194,30.31,dortmund,gxpyt,company,1
ObjectID(584038b279baba5e57028ab6),www.immobilienscout24.de/expose/89379409,immobilienscout,17:10:51,2016-07-15,2016-07-15T17:10:51Z,360,55,magdeburg,gta,private,1
ObjectID(584ec1dfc980817b111fbb8a),www.immowelt.de/expose/2B3BD4N,immowelt,07:29:02,2016-10-11,2016-10-11T07:29:02Z,660,54.7,frankfurt,gat,company,2
ObjectID(58402c7879baba5e57027af8),www.immobilienscout24.de/expose/88966931,immobilienscout,17:07:57,2016-06-17,2016-06-17T17:07:57Z,207,36.55,leipzig,pag,company,1
ObjectID(58402ee979baba5e57027ed2),www.immobilienscout24.de/expose/89058334,immobilienscout,07:53:28,2016-06-24,2016-06-24T07:53:28Z,660,35,münchen,tga,private,1
ObjectID(58402cfa79baba5e57027b86),www.immobilienscout24.de/expose/67339597,immobilienscout,17:02:23,2016-06-18,2016-06-18T17:02:23Z,385,48.6,berlin,gat,private,1
ObjectID(584ebe69c980817b111fb919),www.immowelt.de/expose/2BP7V4F,immowelt,07:28:18,2016-09-23,2016-09-23T07:28:18Z,440,44,hamburg,pga,company,2
ObjectID(58402af479baba5e570278e6),www.immobilienscout24.de/expose/88855817,immobilienscout,07:16:38,2016-06-14,2016-06-14T07:16:38Z,500,50,frankfurt,tig,company,1
ObjectID(58404d8e79baba5e57028f1c),www.immowelt.de/expose/2AUBJ4B,immowelt,17:11:52,2016-06-21,2016-06-21T17:11:52Z,260,48,leipzig,tpg,company,1
ObjectID(58402f2179baba5e57027f36),www.immobilienscout24.de/expose/89036864,immobilienscout,17:06:15,2016-06-24,2016-06-24T17:06:15Z,730,47,münchen,apg,company,1
ObjectID(5846b4d779baba5e5702a810),www.immobilienscout24.de/expose/90682341,immobilienscout,17:29:50,2016-10-11,2016-10-11T17:29:50Z,289,57,dortmund,gpt,company,2
ObjectID(58404c0779baba5e57028d60),www.immowelt.de/expose/2AJVC49,immowelt,17:14:15,2016-06-15,2016-06-15T17:14:15Z,610,40,münchen,ptg,company,1
ObjectID(58469d8a79baba5e5702a0f0),www.immobilienscout24.de/expose/90432401,immobilienscout,07:25:48,2016-09-23,2016-09-23T07:25:48Z,255,41.17,leipzig,pag,company,2
ObjectID(58402af679baba5e570278ec),www.immobilienscout24.de/expose/88907292,immobilienscout,07:15:21,2016-06-14,2016-06-14T07:15:21Z,257,38.12,leipzig,agp,private,1
ObjectID(58402af779baba5e570278f0),www.immobilienscout24.de/expose/88903177,immobilienscout,07:15:46,2016-06-14,2016-06-14T07:15:46Z,280,34.67,leipzig,tga,company,1
ObjectID(58402af879baba5e570278f2),www.immobilienscout24.de/expose/88903271,immobilienscout,07:15:34,2016-06-14,2016-06-14T07:15:34Z,395,47.77,leipzig,gip,company,1
ObjectID(58402ead79baba5e57027e7a),www.immobilienscout24.de/expose/89010212,immobilienscout,07:55:09,2016-06-23,2016-06-23T07:55:09Z,417.6,52.22,berlin,ta,private,1
ObjectID(584ebd2dc980817b111fb830),www.immowelt.de/expose/2BTEM49,immowelt,07:19:18,2016-09-19,2016-09-19T07:19:18Z,355,40,nürnberg,aig,private,2
ObjectID(58402af879baba5e570278f4),www.immobilienscout24.de/expose/88907470,immobilienscout,07:15:52,2016-06-14,2016-06-14T07:15:52Z,850,50,münchen,tag,private,1
ObjectID(584033ee79baba5e57028538),www.immobilienscout24.de/expose/89227222,immobilienscout,17:12:11,2016-07-05,2016-07-05T17:12:11Z,435,41.35,frankfurt,tga,company,1
ObjectID(584052d279baba5e570294e6),www.immowelt.de/expose/2AYUB4J,immowelt,17:32:20,2016-07-06,2016-07-06T17:32:20Z,330,42.33,leipzig,gtii,company,1
ObjectID(5840344879baba5e570285b8),www.immobilienscout24.de/expose/89235514,immobilienscout,07:50:43,2016-07-06,2016-07-06T07:50:43Z,279,51,dortmund,tag,company,1
ObjectID(584ebff8c980817b111fba2f),www.immowelt.de/expose/2B4VF4J,immowelt,17:30:04,2016-09-29,2016-09-29T17:30:04Z,510,34,köln,gpi,company,2
ObjectID(58402af979baba5e570278f8),www.immobilienscout24.de/expose/75681050,immobilienscout,07:26:28,2016-06-14,2016-06-14T07:26:28Z,620,57.8,köln,gat,private,1
ObjectID(58402fa079baba5e5702801e),www.immobilienscout24.de/expose/89089068,immobilienscout,07:59:31,2016-06-27,2016-06-27T07:59:31Z,350,38,nürnberg,gia,private,1
ObjectID(58402afa79baba5e570278fa),www.immobilienscout24.de/expose/88904406,immobilienscout,07:16:31,2016-06-14,2016-06-14T07:16:31Z,396,45.8,nürnberg,agt,company,1
ObjectID(5840311a79baba5e570281e8),www.immobilienscout24.de/expose/89149610,immobilienscout,07:20:36,2016-06-30,2016-06-30T07:20:36Z,280,45.68,leipzig,gp,company,1
ObjectID(584031a179baba5e5702829a),www.immobilienscout24.de/expose/89162881,immobilienscout,08:07:47,2016-07-01,2016-07-01T08:07:47Z,290,58,magdeburg,agi,company,1
ObjectID(58402c1e79baba5e57027a78),www.immobilienscout24.de/expose/88953926,immobilienscout,07:49:53,2016-06-17,2016-06-17T07:49:53Z,335,51,dresden,tag,company,1
ObjectID(584032a579baba5e570283b4),www.immobilienscout24.de/expose/89193782,immobilienscout,07:48:13,2016-07-03,2016-07-03T07:48:13Z,489,57.57,berlin,tygxa,private,1
ObjectID(58402afc79baba5e57027900),www.immobilienscout24.de/expose/88908754,immobilienscout,07:16:44,2016-06-14,2016-06-14T07:16:44Z,260,50,dresden,ipg,company,1
ObjectID(58402c1d79baba5e57027a74),www.immobilienscout24.de/expose/88960009,immobilienscout,07:49:44,2016-06-17,2016-06-17T07:49:44Z,258,44.1,leipzig,tgi,company,1
ObjectID(58402afc79baba5e57027902),www.immobilienscout24.de/expose/88907170,immobilienscout,07:16:45,2016-06-14,2016-06-14T07:16:45Z,430,38,hamburg,igp,private,1
ObjectID(58469e1f79baba5e5702a1b6),www.immobilienscout24.de/expose/58284016,immobilienscout,07:28:31,2016-09-24,2016-09-24T07:28:31Z,250,32,köln,itg,private,2
ObjectID(5840385379baba5e57028a56),www.immobilienscout24.de/expose/89377830,immobilienscout,07:56:37,2016-07-15,2016-07-15T07:56:37Z,269.23,59.83,leipzig,itg,company,1
ObjectID(584ebd38c980817b111fb847),www.immowelt.de/expose/2B9684E,immowelt,07:21:20,2016-09-19,2016-09-19T07:21:20Z,440,48,köln,agi,company,2
ObjectID(5846a01b79baba5e5702a464),www.immobilienscout24.de/expose/90520363,immobilienscout,17:35:27,2016-09-29,2016-09-29T17:35:27Z,280,52.18,leipzig,aig,company,2
ObjectID(58402ed379baba5e57027eb8),www.immobilienscout24.de/expose/89053147,immobilienscout,17:09:41,2016-06-23,2016-06-23T17:09:41Z,225,47.8,leipzig,ag,company,1
ObjectID(5840330a79baba5e57028418),www.immobilienscout24.de/expose/89197420,immobilienscout,06:49:02,2016-07-04,2016-07-04T06:49:02Z,450,56.05,münchen,ay,company,1
ObjectID(58402b3279baba5e5702790e),www.immobilienscout24.de/expose/88918503,immobilienscout,17:07:47,2016-06-14,2016-06-14T17:07:47Z,320,43.4,dresden,igt,private,1
ObjectID(5840398979baba5e57028bb4),www.immobilienscout24.de/expose/89402593,immobilienscout,07:47:06,2016-07-17,2016-07-17T07:47:06Z,235.93,42.13,magdeburg,pga,company,1
ObjectID(5846b47e79baba5e5702a78c),www.immobilienscout24.de/expose/89656711,immobilienscout,07:27:48,2016-10-11,2016-10-11T07:27:48Z,312,48,dresden,ptg,company,2
ObjectID(58402d8279baba5e57027c40),www.immobilienscout24.de/expose/88991634,immobilienscout,07:46:23,2016-06-20,2016-06-20T07:46:23Z,700,47,münchen,pgt,private,1
ObjectID(584035a079baba5e5702875e),www.immobilienscout24.de/expose/89286152,immobilienscout,07:51:30,2016-07-09,2016-07-09T07:51:30Z,585,52,hamburg,git,company,1
ObjectID(58404e9179baba5e57029056),www.immowelt.de/expose/2ANAD4C,immowelt,07:54:33,2016-06-24,2016-06-24T07:54:33Z,415,52,dortmund,gtp,private,1
ObjectID(584ec110c980817b111fbadc),www.immowelt.de/expose/2B3SV4K,immowelt,17:21:42,2016-10-03,2016-10-03T17:21:42Z,645,53.75,hamburg,agp,company,2
ObjectID(58402b3379baba5e57027914),www.immobilienscout24.de/expose/88914859,immobilienscout,17:08:00,2016-06-14,2016-06-14T17:08:00Z,600,30,münchen,gia,private,1
ObjectID(5840312079baba5e570281fc),www.immobilienscout24.de/expose/89144317,immobilienscout,07:55:05,2016-06-30,2016-06-30T07:55:05Z,355,54.35,dresden,git,company,1
ObjectID(58402b3479baba5e57027918),www.immobilienscout24.de/expose/88917585,immobilienscout,17:19:54,2016-06-14,2016-06-14T17:19:54Z,560,30,münchen,pyxga,private,1
ObjectID(58402c6b79baba5e57027ac2),www.immobilienscout24.de/expose/88962695,immobilienscout,17:06:22,2016-06-17,2016-06-17T17:06:22Z,371,51,dresden,tgi,private,1
ObjectID(58402b3679baba5e57027920),www.immobilienscout24.de/expose/88910071,immobilienscout,17:08:15,2016-06-14,2016-06-14T17:08:15Z,273.6,57.6,magdeburg,pig,company,1
ObjectID(58469ea979baba5e5702a262),www.immobilienscout24.de/expose/90455808,immobilienscout,07:25:34,2016-09-25,2016-09-25T07:25:34Z,840,60,münchen,itg,private,2
ObjectID(5846b2e379baba5e5702a572),www.immobilienscout24.de/expose/86861247,immobilienscout,07:25:22,2016-10-01,2016-10-01T07:25:22Z,490,52,berlin,pgi,private,2
ObjectID(5846b52479baba5e5702a87e),www.immobilienscout24.de/expose/90704266,immobilienscout,07:31:26,2016-10-12,2016-10-12T07:31:26Z,386,53.82,dresden,pgt,company,2
ObjectID(58404ecc79baba5e570290aa),www.immowelt.de/expose/2AJDP4C,immowelt,17:08:41,2016-06-24,2016-06-24T17:08:41Z,410,44.25,hamburg,agi,company,1
ObjectID(5840512279baba5e5702930e),www.immowelt.de/expose/2AKP74G,immowelt,07:50:41,2016-07-02,2016-07-02T07:50:41Z,480,53,nürnberg,igt,company,1
ObjectID(58402b3779baba5e57027926),www.immobilienscout24.de/expose/88916268,immobilienscout,17:19:51,2016-06-14,2016-06-14T17:19:51Z,315,40,dresden,tgi,private,1
ObjectID(58402b3879baba5e57027928),www.immobilienscout24.de/expose/79214111,immobilienscout,17:15:02,2016-06-14,2016-06-14T17:15:02Z,288,48,magdeburg,iag,company,1
ObjectID(58402bc979baba5e570279ee),www.immobilienscout24.de/expose/88926262,immobilienscout,17:13:11,2016-06-15,2016-06-15T17:13:11Z,309,56.66,dortmund,iag,company,1
