_id,link,website,request_time,request_date,request_datetime,flat_meta.price,flat_meta.rooms,flat_meta.surface,flat_meta.title,city,order,orga
ObjectID(58402a4279baba5e570277d0),www.immobilienscout24.de/expose/88887664,immobilienscout,09:24:18,2016-06-13,2016-06-13T09:24:18Z,300,200,52.84,2-Zimmer-Wohnung im beliebten Stadtfeld-Ost,magdeburg,iga,private
ObjectID(58402a4379baba5e570277d2),www.immobilienscout24.de/expose/88872098,immobilienscout,09:31:40,2016-06-13,2016-06-13T09:31:40Z,301.6,100,36.66,1 Zimmer + Küche + Diele + Bad,dortmund,iga,company
ObjectID(58402a4379baba5e570277d4),www.immobilienscout24.de/expose/88875900,immobilienscout,09:24:20,2016-06-13,2016-06-13T09:24:20Z,286,100,37,"Zentrum Süd, direkt am Leuschner Platz - zentraler geht fast nicht!!!",leipzig,ixtyg,company
ObjectID(58402a4479baba5e570277d6),www.immobilienscout24.de/expose/88873236,immobilienscout,09:24:26,2016-06-13,2016-06-13T09:24:26Z,515.9,200,51.59,*** Süße 2 Zimmerwohnung in Adlershof ***,berlin,pgt,company
ObjectID(58402a4479baba5e570277d8),www.immobilienscout24.de/expose/88881361,immobilienscout,09:24:25,2016-06-13,2016-06-13T09:24:25Z,398,100,45,1 Zimmer-Appartement in Köln-Vingst von privat,köln,igt,private
ObjectID(58402a4579baba5e570277da),www.immobilienscout24.de/expose/88866865,immobilienscout,09:24:33,2016-06-13,2016-06-13T09:24:33Z,288,100,47.73,***LUXUSSANIERUNG ~PARKETT~ EINBAUKÜCHE ~ MODERNES BAD *** www.Romeo-Immobilie,leipzig,gia,company
ObjectID(58402a4579baba5e570277dc),www.immobilienscout24.de/expose/88871300,immobilienscout,09:24:34,2016-06-13,2016-06-13T09:24:34Z,612.29,200,53.71,Modernisierung in 2014! Auf gute Nachbarschaft: zentrale 2-Zimmer-Wohnung,frankfurt,tag,company
ObjectID(58402a4579baba5e570277de),www.immobilienscout24.de/expose/88866900,immobilienscout,09:24:40,2016-06-13,2016-06-13T09:24:40Z,336,200,56,*** 2 RAUM-WOHNUNG ~ DIELENFUSSBODEN ~ TAGESLICHTBAD MIT WANNE ***www.Romeo-Im,leipzig,gip,company
ObjectID(58402a4679baba5e570277e0),www.immobilienscout24.de/expose/88856032,immobilienscout,09:24:53,2016-06-13,2016-06-13T09:24:53Z,345.45,300,59.56,Wohnungsangebot Fröbelstraße 25,magdeburg,gxxpya,company
ObjectID(58402a4679baba5e570277e2),www.immobilienscout24.de/expose/88887380,immobilienscout,09:24:58,2016-06-13,2016-06-13T09:24:58Z,270,100,35,PFIFFIG & RICHTIG GEMÜTLICH! TOLLE 1-ZI.-WHG. MIT KÜCHE...,nürnberg,gat,company
ObjectID(58402a4779baba5e570277e4),www.immobilienscout24.de/expose/88872095,immobilienscout,09:24:50,2016-06-13,2016-06-13T09:24:50Z,271.9,100,49.98,1 Zimmer + Küche + Mansarde + Bad,dortmund,agi,company
ObjectID(58402a4779baba5e570277e6),www.immobilienscout24.de/expose/65606808,immobilienscout,09:24:57,2016-06-13,2016-06-13T09:24:57Z,620,300,60,"Einbauküche, Badewanne & Balkon .. das Wichtigste schon da",frankfurt,tag,private
ObjectID(58402a4879baba5e570277e8),www.immobilienscout24.de/expose/80181475,immobilienscout,09:25:07,2016-06-13,2016-06-13T09:25:07Z,250,200,42,Wohnen in Sudenburg!,magdeburg,pag,company
ObjectID(58402a4879baba5e570277ea),www.immobilienscout24.de/expose/88873502,immobilienscout,09:25:12,2016-06-13,2016-06-13T09:25:12Z,600,200,54,Helle Altbau - Wohnung in Köln Nippes,köln,agi,private
ObjectID(58402a4979baba5e570277ec),www.immobilienscout24.de/expose/64878593,immobilienscout,09:31:48,2016-06-13,2016-06-13T09:31:48Z,430,100,31,Lichtdurchflutete Dachgeschoss Single Wohnung in zentraler Lage,berlin,tag,private
ObjectID(58402a4979baba5e570277ee),www.immobilienscout24.de/expose/88654579,immobilienscout,09:31:52,2016-06-13,2016-06-13T09:31:52Z,500,100,38,helles 1-Zimmer-Appartment in Uni-Nähe,köln,ptg,private
ObjectID(58402a4a79baba5e570277f0),www.immobilienscout24.de/expose/88855635,immobilienscout,09:25:25,2016-06-13,2016-06-13T09:25:25Z,550,100,35,Frankfurt City-West Bockenheim: Urbaner Lebensraum - hochwertig ausgestattete,frankfurt,itg,company
ObjectID(58402a4a79baba5e570277f2),www.immobilienscout24.de/expose/88870398,immobilienscout,09:25:32,2016-06-13,2016-06-13T09:25:32Z,260,100,34.78,"Erdgeschosswohnung zur Hofseite!, www.cmdd.de",dresden,gpt,company
ObjectID(58402a4b79baba5e570277f4),www.immobilienscout24.de/expose/88883753,immobilienscout,09:31:58,2016-06-13,2016-06-13T09:31:58Z,320,100,35.75,Genießen Sie den Weitblick,hamburg,agt,company
ObjectID(58402a4b79baba5e570277f6),www.immobilienscout24.de/expose/88881660,immobilienscout,09:25:45,2016-06-13,2016-06-13T09:25:45Z,890,200,51.2,2 Zimmerwohnung in Berg am Laim,münchen,gai,private
ObjectID(58402a4c79baba5e570277f8),www.immobilienscout24.de/expose/88856019,immobilienscout,09:32:08,2016-06-13,2016-06-13T09:32:08Z,218.68,200,47.54,Wohnungsangebot Sankt-Josef-Straße 20a,magdeburg,pag,company
ObjectID(58402a4c79baba5e570277fa),www.immobilienscout24.de/expose/88884976,immobilienscout,09:25:46,2016-06-13,2016-06-13T09:25:46Z,345,200,49,"Süße, helle 2-Zimmerwohnung im ruhigen Wilhelmstadt, 3.Etage",berlin,tppg,private
ObjectID(58402a4c79baba5e570277fc),www.immobilienscout24.de/expose/88882126,immobilienscout,09:32:05,2016-06-13,2016-06-13T09:32:05Z,250,100,45,Möbelierte Dachgeschosswohnung mit Blick ins Grüne,dresden,igt,private
ObjectID(58402a4d79baba5e570277fe),www.immobilienscout24.de/expose/88884525,immobilienscout,09:25:48,2016-06-13,2016-06-13T09:25:48Z,460,200,60,Ruhig wohnen in einer renovierten 2-ZW mit Freisitz im Garten,nürnberg,itg,company
ObjectID(58402a4d79baba5e57027800),www.immobilienscout24.de/expose/88885106,immobilienscout,09:36:49,2016-06-13,2016-06-13T09:36:49Z,410,200,57,Schöne 2 Zi- Wohnung,berlin,aggt,private
ObjectID(58402a4e79baba5e57027802),www.immobilienscout24.de/expose/88884929,immobilienscout,09:26:00,2016-06-13,2016-06-13T09:26:00Z,390,200,58,Dresden-Plauen! Sehr schöne 2-Zimmer-Wohnung mit Einbauküche!,dresden,aggi,company
ObjectID(58402a4e79baba5e57027804),www.immobilienscout24.de/expose/88856289,immobilienscout,09:36:55,2016-06-13,2016-06-13T09:36:55Z,315.17,200,54.34,Mieter sucht Nachmieter ab 01.07.2016...!,magdeburg,pgt,company
ObjectID(58402a4f79baba5e57027806),www.immobilienscout24.de/expose/88864819,immobilienscout,09:26:12,2016-06-13,2016-06-13T09:26:12Z,250,100,33,Schön Geschnittene 1-Raum Dachgeschosswohnung mit Terrasse sucht Nachmieter,leipzig,gai,private
ObjectID(58402a4f79baba5e57027808),www.immobilienscout24.de/expose/88885299,immobilienscout,09:26:28,2016-06-13,2016-06-13T09:26:28Z,620,200,50,Schöne 2 Zimmerwohnung in Obermenzing - Single Wohnung,münchen,it,private
ObjectID(58402a5079baba5e5702780a),www.immobilienscout24.de/expose/88883890,immobilienscout,09:26:18,2016-06-13,2016-06-13T09:26:18Z,400,150,41.73,Mit vollen Zügen genießen,hamburg,pag,company
ObjectID(58402a5079baba5e5702780c),www.immobilienscout24.de/expose/88866878,immobilienscout,09:26:28,2016-06-13,2016-06-13T09:26:28Z,238,100,44.28,***SCHÖNE SINGLEWOHNUNG ~ TAGESLICHTBAD ~ WANNE*** www.Romeo-Immobilien.de,leipzig,pga,company
ObjectID(58402a5179baba5e5702780e),www.immobilienscout24.de/expose/88849678,immobilienscout,09:32:13,2016-06-13,2016-06-13T09:32:13Z,270,200,37,"Helle, ruhige Wohnung in Elbnähe: Nachmieter gesucht",dresden,tgi,private
ObjectID(58402a5179baba5e57027810),www.immobilienscout24.de/expose/88874926,immobilienscout,08:14:31,2016-06-13,2016-06-13T08:14:31Z,492,200,41,Süße 2-Zimmer-Single-Wohnung nahe dem Stadtwald!,frankfurt,t,company
ObjectID(58402a5179baba5e57027812),www.immobilienscout24.de/expose/88871198,immobilienscout,09:26:38,2016-06-13,2016-06-13T09:26:38Z,269,300,39.36,Nette Nachbarn gesucht: gemütliches Nest unter dem Dach,dortmund,gpt,company
ObjectID(58402a5279baba5e57027814),www.immobilienscout24.de/expose/88871710,immobilienscout,09:32:26,2016-06-13,2016-06-13T09:32:26Z,439.9,200,53,Da kommt man gern Heim. praktische 2-Zimmer-Wohnung,köln,apg,company
ObjectID(58402a5279baba5e57027816),www.immobilienscout24.de/expose/88886367,immobilienscout,09:27:03,2016-06-13,2016-06-13T09:27:03Z,540,200,54,Helle 2-Zimmer-Wohnung mit Balkon in zentraler Lage am Stadtwald,köln,gpi,private
ObjectID(58402a5379baba5e57027818),www.immobilienscout24.de/expose/88876887,immobilienscout,09:41:19,2016-06-13,2016-06-13T09:41:19Z,400,100,48,Sehr schönes. mit EBK und komplett möbliert,hamburg,ggit,company
ObjectID(58402a5479baba5e5702781a),www.immobilienscout24.de/expose/88872094,immobilienscout,09:25:05,2016-06-13,2016-06-13T09:25:05Z,265.77,200,43.64,2 Zimmer inkl. Kochnische + Diele + Bad,dortmund,txayg,company
ObjectID(58402a5479baba5e5702781c),www.immobilienscout24.de/expose/88844688,immobilienscout,09:24:52,2016-06-13,2016-06-13T09:24:52Z,500,200,60,Hiermit biete ich eine möblierte 2 Zimmer Wohnung an,nürnberg,gpi,private
ObjectID(58402a5579baba5e5702781e),www.immobilienscout24.de/expose/88870080,immobilienscout,09:25:13,2016-06-13,2016-06-13T09:25:13Z,242,100,33.61,"---Klein aber oho---Coole Singlebude mit Balkon, EBK, TG in aufstrebender Lage",dresden,itg,company
ObjectID(58402a5579baba5e57027820),www.immobilienscout24.de/expose/88857637,immobilienscout,09:31:48,2016-06-13,2016-06-13T09:31:48Z,540,200,40,Möblierte 2-Zimmer-Wohnung in Zerzabelshof,nürnberg,tig,company
ObjectID(58402a5679baba5e57027822),www.immobilienscout24.de/expose/88863777,immobilienscout,09:36:55,2016-06-13,2016-06-13T09:36:55Z,380,100,33,1 ZIMMERWOHNUNG im 12. OG,frankfurt,igt,company
ObjectID(58402a5679baba5e57027824),www.immobilienscout24.de/expose/88870210,immobilienscout,09:26:03,2016-06-13,2016-06-13T09:26:03Z,240,100,35,"1 Zimmer Wohnung in Dortmund Wickede mit Balkon, Küche, Dusche/WC",dortmund,igt,private
ObjectID(58402a5779baba5e57027826),www.immobilienscout24.de/expose/88887603,immobilienscout,09:26:16,2016-06-13,2016-06-13T09:26:16Z,560,100,36,Helles gepflegtes Apartment mit herrlicher Aussicht,münchen,pga,private
ObjectID(58402a5779baba5e57027828),www.immobilienscout24.de/expose/88878914,immobilienscout,09:26:41,2016-06-13,2016-06-13T09:26:41Z,600,200,59.8,"Alt-Rahlstedt: Sonnig, helle 2-Zimmer-Wohnung in ruhiger Seitenstraße",hamburg,iga,private
ObjectID(58402a5879baba5e5702782a),www.immobilienscout24.de/expose/88879324,immobilienscout,09:41:17,2016-06-13,2016-06-13T09:41:17Z,422,200,56,"Nachmieter ab sofort für eine wunderschöne, sonnige und ruhig gelegene 2-Zi-Wo",berlin,agt,private
ObjectID(58402a5979baba5e5702782c),www.immobilienscout24.de/expose/88885823,immobilienscout,09:26:53,2016-06-13,2016-06-13T09:26:53Z,362.74,200,51,"Endlich eine eigene Wohnung: Geräumige 2-Zimmerwhg. mit Loggia, Garten und Bad",hamburg,atg,company
ObjectID(58402a5979baba5e5702782e),www.immobilienscout24.de/expose/88885564,immobilienscout,09:25:59,2016-06-13,2016-06-13T09:25:59Z,425,100,33.59,"Helle 1-Zimmerwohnung, Erstbezug nach kompletter Modernisierung",berlin,xtgya,private
ObjectID(58402a5a79baba5e57027830),www.immobilienscout24.de/expose/73265724,immobilienscout,09:24:38,2016-06-13,2016-06-13T09:24:38Z,690,100,40,"Ruhiges und sonniges 1-Zi App. im Olydorf, 6. Stock",münchen,itg,private
ObjectID(58402a5a79baba5e57027832),www.immobilienscout24.de/expose/40587757,immobilienscout,09:25:10,2016-06-13,2016-06-13T09:25:10Z,910,200,54.5,WOHNEN in einer hellen 2 Zi-WHG mit Balkon in schöner Stadtvilla in Altbogenha,münchen,itg,company
ObjectID(58402a5b79baba5e57027834),www.immobilienscout24.de/expose/77928894,immobilienscout,09:31:51,2016-06-13,2016-06-13T09:31:51Z,235,200,44.24,*wohnwert-leipzig.de*Singlewhg. 2-Zi-Whg/zentrumsnah/amerika. Kü./Designbad/ g,leipzig,tppg,company
ObjectID(58402a5b79baba5e57027836),www.immobilienscout24.de/expose/62298791,immobilienscout,09:26:32,2016-06-13,2016-06-13T09:26:32Z,275,200,50,2 Zimmerwohnung in Do.- Wickede ab 01.08.2016,dortmund,iag,private
ObjectID(58402a8e79baba5e57027838),www.immobilienscout24.de/expose/88890868,immobilienscout,18:49:39,2016-06-13,2016-06-13T18:49:39Z,248.3,300,57.08,Umzug gefällig? Günstige 3-Zi.-Wohnung,magdeburg,gat,company
ObjectID(58402a8f79baba5e5702783a),www.immobilienscout24.de/expose/88891257,immobilienscout,18:49:36,2016-06-13,2016-06-13T18:49:36Z,600,200,44,"Helle Dachgeschosswohnung im ruhigen Lindenthal mit Sonnenbalkon, Provisionsfrei",köln,ptg,private
ObjectID(58402a8f79baba5e5702783c),www.immobilienscout24.de/expose/88896225,immobilienscout,18:49:36,2016-06-13,2016-06-13T18:49:36Z,217.14,100,43,Wir freuen uns auf Sie! Offener Besichtigungstermin am 16.06.2016 um 11:30 Uhr!,dortmund,gip,company
ObjectID(58402a9079baba5e5702783e),www.immobilienscout24.de/expose/88889797,immobilienscout,18:49:36,2016-06-13,2016-06-13T18:49:36Z,169.45,100,33.89,"Wobau Magdeburg, der größte Magdeburger Vermieter",magdeburg,gap,company
ObjectID(58402a9079baba5e57027840),www.immobilienscout24.de/expose/87766493,immobilienscout,18:49:36,2016-06-13,2016-06-13T18:49:36Z,305,100,38.6,Wohnpark Tegeler See! Ruhe und Grünblick! Sonnenhelles Komfortapartment!,berlin,pig,company
ObjectID(58402a9179baba5e57027842),www.immobilienscout24.de/expose/88894980,immobilienscout,18:49:35,2016-06-13,2016-06-13T18:49:35Z,365.38,200,58.46,Neubau mit Wohnberechtigungsschein A - Unser neuestes Projekt in Köln-Worringen,köln,gti,company
ObjectID(58402a9179baba5e57027844),www.immobilienscout24.de/expose/88902622,immobilienscout,18:49:37,2016-06-13,2016-06-13T18:49:37Z,549,200,58.83,"Großzügig geschnittene Wohnung, nahe der TFH
***Laminat***Balkon***",berlin,txiyg,company
ObjectID(58402a9279baba5e57027846),www.immobilienscout24.de/expose/88890955,immobilienscout,18:49:49,2016-06-13,2016-06-13T18:49:49Z,401.26,150,44.86,"1,5-Zimmer-Wohnung sucht Nachmieter!!! Die ersten 2 Monate sind mietfrei!!!",nürnberg,tig,company
ObjectID(58402a9279baba5e57027848),www.immobilienscout24.de/expose/86813222,immobilienscout,18:49:55,2016-06-13,2016-06-13T18:49:55Z,235,100,35,"Studentenappartement! Offene Besichtigung am Samstag, den 18.06.2016, 11:00 bi",dortmund,pga,company
ObjectID(58402a9379baba5e5702784a),www.immobilienscout24.de/expose/83813877,immobilienscout,18:49:56,2016-06-13,2016-06-13T18:49:56Z,315,200,36,"Schöne renovierte 2-Zimmerwohnung, Nähe U-Bahn",nürnberg,gip,private
ObjectID(58402a9379baba5e5702784c),www.immobilienscout24.de/expose/88872686,immobilienscout,16:01:48,2016-06-13,2016-06-13T16:01:48Z,430,100,33,"Top 1-Zi.-Apartment + Südbalk., exklusive EBK, Laminatboden.... + Garage!",frankfurt,g,company
ObjectID(58402a9479baba5e5702784e),www.immobilienscout24.de/expose/88890853,immobilienscout,18:50:14,2016-06-13,2016-06-13T18:50:14Z,202.16,100,36.1,Ihre neue Wohnung: ansprechendes 1-Zimmer-Appartment,leipzig,git,company
ObjectID(58402a9579baba5e57027852),www.immobilienscout24.de/expose/48912472,immobilienscout,18:50:17,2016-06-13,2016-06-13T18:50:17Z,460,100,41,"Helle 1 Zimmer Wohnung, Zentrale Lage, in Uni-Nähe",köln,axyig,company
ObjectID(58402a9579baba5e57027854),www.immobilienscout24.de/expose/88889920,immobilienscout,18:50:18,2016-06-13,2016-06-13T18:50:18Z,789,200,59.94,"Wohnen in ruhiger, aber zentraler Lage! Off. Bes. Mittwoch, 15.06. um 13 Uhr!",münchen,agi,company
ObjectID(58402a9679baba5e57027856),www.immobilienscout24.de/expose/88894572,immobilienscout,18:57:42,2016-06-13,2016-06-13T18:57:42Z,200.82,100,38.62,Sonnige 1-Raumwohnung mit Einbauküche,magdeburg,agii,company
ObjectID(58402a9679baba5e57027858),www.immobilienscout24.de/expose/85488009,immobilienscout,18:50:44,2016-06-13,2016-06-13T18:50:44Z,540,100,33,"* Helle 1-Zimmer-Wohnung in Nürnberg, Reichelsdorf",nürnberg,igt,company
ObjectID(58402a9779baba5e5702785a),www.immobilienscout24.de/expose/88899783,immobilienscout,18:50:38,2016-06-13,2016-06-13T18:50:38Z,800,100,32,Möbliertes Apartement mit kleinem Garten,münchen,tyxag,private
ObjectID(58402a9779baba5e5702785c),www.immobilienscout24.de/expose/88844921,immobilienscout,18:58:04,2016-06-13,2016-06-13T18:58:04Z,690,200,50,"*ZUM 01.09.2016* Moderne helle 2-Zi-TERR-Whg, ca. 50 m², MINI-GARTEN, JOHANNES",münchen,pig,company
ObjectID(58402a9879baba5e5702785e),www.immobilienscout24.de/expose/88890920,immobilienscout,19:03:26,2016-06-13,2016-06-13T19:03:26Z,345.46,200,55.99,Wohn(t)raum: günstig geschnittene 2-Zimmer-Wohnung,dresden,tpg,company
ObjectID(58402a9879baba5e57027860),www.immobilienscout24.de/expose/88883163,immobilienscout,18:58:07,2016-06-13,2016-06-13T18:58:07Z,500,100,35,Wohnen im Appartement am Brentanopark (Nichtraucher),frankfurt,gat,private
ObjectID(58402a9979baba5e57027862),www.immobilienscout24.de/expose/57128290,immobilienscout,18:26:50,2016-06-13,2016-06-13T18:26:50Z,315,100,34,Ruhige 1-Zi-Whg in zentraler Lage,nürnberg,pxay,company
ObjectID(58402a9979baba5e57027864),www.immobilienscout24.de/expose/88898338,immobilienscout,18:51:35,2016-06-13,2016-06-13T18:51:35Z,650,200,57,2 Zimmer Single Wg. in Bergen von privat,frankfurt,iag,private
ObjectID(58402a9979baba5e57027866),www.immobilienscout24.de/expose/88899278,immobilienscout,18:51:42,2016-06-13,2016-06-13T18:51:42Z,580,200,57,Etagenwohnung in Hamburg zu vermieten.,hamburg,agt,company
ObjectID(58402a9a79baba5e57027868),www.immobilienscout24.de/expose/88899476,immobilienscout,18:51:44,2016-06-13,2016-06-13T18:51:44Z,610,200,55,Erstbezug nach Sanierung / Helle 2 Zimmer Wohnung in ruhiger Lage,frankfurt,igp,company
ObjectID(58402a9a79baba5e5702786a),www.immobilienscout24.de/expose/88895252,immobilienscout,18:58:28,2016-06-13,2016-06-13T18:58:28Z,329.84,200,49.23,wohnen direkt am Großen Garten - einziehen+wohlfühlen,dresden,gpt,company
ObjectID(58402a9b79baba5e5702786c),www.immobilienscout24.de/expose/88894568,immobilienscout,18:51:47,2016-06-13,2016-06-13T18:51:47Z,299.5,100,44,Traumhafte helle Singlewohnung mit geräumigem Wannenbad und separater Wohnküche!,dresden,aig,company
ObjectID(58402a9b79baba5e5702786e),www.immobilienscout24.de/expose/88901399,immobilienscout,18:51:58,2016-06-13,2016-06-13T18:51:58Z,280,200,48,*rießiges Wohnzimmer*2 Räume im DG mit Laminat,leipzig,gpi,company
ObjectID(58402a9c79baba5e57027870),www.immobilienscout24.de/expose/88895975,immobilienscout,18:51:59,2016-06-13,2016-06-13T18:51:59Z,334,200,46,Nachmieter für schöne kleine 2 Zimmer Wohnung mit Grün Nähe Nordklinikum gesucht,nürnberg,agi,private
ObjectID(58402a9c79baba5e57027872),www.immobilienscout24.de/expose/88896443,immobilienscout,18:58:28,2016-06-13,2016-06-13T18:58:28Z,545,200,60,Besichtigung am 15.6. um 17:00 Uhr! Wunderschöne 2-Zimmer-Wohnung direkt an de,berlin,gip,company
ObjectID(58402a9d79baba5e57027874),www.immobilienscout24.de/expose/88899129,immobilienscout,18:58:33,2016-06-13,2016-06-13T18:58:33Z,310.08,200,50.75,Nachmieter zum 01.08.2016 gesucht..!,magdeburg,git,company
ObjectID(58402a9d79baba5e57027876),www.immobilienscout24.de/expose/88899244,immobilienscout,18:58:44,2016-06-13,2016-06-13T18:58:44Z,290,150,45,"Do-Wambel, Wambeler Hellweg 159, kleine Whg., kpl. renoviert, EG",dortmund,agi,private
ObjectID(58402a9d79baba5e57027878),www.immobilienscout24.de/expose/88902027,immobilienscout,18:31:15,2016-06-13,2016-06-13T18:31:15Z,310,200,47.12,Schöne 2-Zimmer-Wohnung mit separater Küche in der Südvorstadt,leipzig,tg,company
ObjectID(58402a9e79baba5e5702787a),www.immobilienscout24.de/expose/85385876,immobilienscout,19:03:28,2016-06-13,2016-06-13T19:03:28Z,451.65,100,30.11,**Zentral und doch so ruhig** 1-Zimmer Microapartment mit Küche,nürnberg,gpa,company
ObjectID(58402a9f79baba5e5702787c),www.immobilienscout24.de/expose/88899786,immobilienscout,18:51:53,2016-06-13,2016-06-13T18:51:53Z,300,100,35,* Appartement mitten im Zentrum zu vermieten *,köln,ygixa,company
ObjectID(58402aa079baba5e5702787e),www.immobilienscout24.de/expose/88896501,immobilienscout,18:49:52,2016-06-13,2016-06-13T18:49:52Z,334,200,47.72,***2-Raum-Wohnung mit Balkon***,dresden,tgi,company
ObjectID(58402aa079baba5e57027880),www.immobilienscout24.de/expose/88893567,immobilienscout,18:57:56,2016-06-13,2016-06-13T18:57:56Z,270,200,40,Von Privat: Erstbezug Leutzsch,leipzig,tgp,private
ObjectID(58402aa179baba5e57027882),www.immobilienscout24.de/expose/88896223,immobilienscout,18:58:26,2016-06-13,2016-06-13T18:58:26Z,199,200,35,Toll geschnittene Singlewohnung im Grünen!,dortmund,pga,company
ObjectID(58402aa179baba5e57027884),www.immobilienscout24.de/expose/88890869,immobilienscout,18:57:48,2016-06-13,2016-06-13T18:57:48Z,248.3,300,57.08,Nimm mich! Günstige 3-Zimmer-Wohnung,magdeburg,ptg,company
ObjectID(58402aa279baba5e57027886),www.immobilienscout24.de/expose/88890850,immobilienscout,18:58:01,2016-06-13,2016-06-13T18:58:01Z,675,200,52,2-Zimmer-Erstbezug Nähe Rebstock-Bad,frankfurt,atg,private
ObjectID(58402aa279baba5e57027888),www.immobilienscout24.de/expose/88899743,immobilienscout,18:50:47,2016-06-13,2016-06-13T18:50:47Z,499,100,39,"Einbauküche mit Waschmaschine und Parkett, umfassend modernisiert",berlin,gaai,company
ObjectID(58402aa279baba5e5702788a),www.immobilienscout24.de/expose/88898429,immobilienscout,18:50:08,2016-06-13,2016-06-13T18:50:08Z,496,200,51.58,"Bes. 19.06. um 15:15 Uhr, 2 Zimmer mit Wasserblick mit Einbauküche und Wannenbad",berlin,pag,company
ObjectID(58402aa379baba5e5702788c),www.immobilienscout24.de/expose/88897105,immobilienscout,18:50:30,2016-06-13,2016-06-13T18:50:30Z,415,100,41.5,CITYHOUSE:  Schönes Appartement in  zentraler Lage,köln,gtta,company
ObjectID(58402aa379baba5e5702788e),www.immobilienscout24.de/expose/81544130,immobilienscout,18:50:41,2016-06-13,2016-06-13T18:50:41Z,400,100,30,"Massives, idyllisches Gartenhaus, 30qm 1-Zi-Wohnung",hamburg,tgp,private
ObjectID(58402aa479baba5e57027890),www.immobilienscout24.de/expose/88890918,immobilienscout,18:49:54,2016-06-13,2016-06-13T18:49:54Z,358.39,200,57.16,Schöner Wohnen: individuelle 2-Zimmer-Wohnung,dresden,tga,company
ObjectID(58402aa479baba5e57027892),www.immobilienscout24.de/expose/88899701,immobilienscout,18:50:26,2016-06-13,2016-06-13T18:50:26Z,445,100,30,Modernisierte und renovierte 1-Zimmer-Wohnung mit Balkon und PKW-Stellplatz in,hamburg,gtp,company
ObjectID(58402aa579baba5e57027894),www.immobilienscout24.de/expose/55951943,immobilienscout,18:51:12,2016-06-13,2016-06-13T18:51:12Z,310,100,39.73,schöne Singlewohnung in Siemensstadt,berlin,aggt,company
ObjectID(58402aa579baba5e57027896),www.immobilienscout24.de/expose/88890607,immobilienscout,18:51:31,2016-06-13,2016-06-13T18:51:31Z,535,150,49.4,Kleine Schönheit,hamburg,tig,company
ObjectID(58402aa679baba5e57027898),www.immobilienscout24.de/expose/88902564,immobilienscout,18:51:06,2016-06-13,2016-06-13T18:51:06Z,750,150,48,"AIGNER - Provisionsfrei! Gut geschnittene 1,5-Zimmer-Terrassenwohnung im schön",münchen,gpa,company
ObjectID(58402aa679baba5e5702789a),www.immobilienscout24.de/expose/88895303,immobilienscout,18:51:41,2016-06-13,2016-06-13T18:51:41Z,239.66,100,35.77,sanierte Wohnung in angenehmer Lage - einziehen+wohlfühlen,dresden,pgt,company
ObjectID(58402aa779baba5e5702789c),www.immobilienscout24.de/expose/88898093,immobilienscout,18:51:51,2016-06-13,2016-06-13T18:51:51Z,594,200,54,Über den Dächern von Niendorf - 2-Zi. Wohnung Nahe Ti-Barg,hamburg,agt,company
ObjectID(58402aa779baba5e5702789e),www.immobilienscout24.de/expose/88896229,immobilienscout,18:51:58,2016-06-13,2016-06-13T18:51:58Z,339,200,50,2 Zimmer Wohnung in der Dortmunder Gartenstadt mit Balkon!,dortmund,attg,company
ObjectID(58402aa879baba5e570278a0),www.immobilienscout24.de/expose/88898141,immobilienscout,18:58:26,2016-06-13,2016-06-13T18:58:26Z,475,100,42,"Schicke 42m²-Wohnung mit herrlicher Sonnenterasse, Stellpatz, EBK",köln,pga,private
ObjectID(58402aa879baba5e570278a2),www.immobilienscout24.de/expose/88896870,immobilienscout,18:52:28,2016-06-13,2016-06-13T18:52:28Z,880,200,55.12,NEUBAU - 2-Zimmer Dachgeschosswohnung mit Terrasse und hochwertiger Ausstattung,münchen,gia,company
ObjectID(58402aaa79baba5e570278a4),www.immobilienscout24.de/expose/88891610,immobilienscout,18:52:13,2016-06-13,2016-06-13T18:52:13Z,224.31,200,49,Einladung zum offenen Besichtigungstermin am 16.06.2016 um 10 Uhr!,dortmund,apg,company
ObjectID(58402aaa79baba5e570278a6),www.immobilienscout24.de/expose/88729041,immobilienscout,18:52:11,2016-06-13,2016-06-13T18:52:11Z,260,100,58.5,Hübsche geräumige Einraumwohnung mit Wohnküche in MD-Sudenburg,magdeburg,gap,company
ObjectID(58402aab79baba5e570278a8),www.immobilienscout24.de/expose/88886203,immobilienscout,18:58:31,2016-06-13,2016-06-13T18:58:31Z,350,200,51,2-Raum-Wohnung Südvorstadt,leipzig,apg,private
ObjectID(58402ae679baba5e570278aa),www.immobilienscout24.de/expose/88907993,immobilienscout,07:14:31,2016-06-14,2016-06-14T07:14:31Z,440,150,54.97,"1,5 Zimmer- LUXURIÖS WOHNEN MIT MODERNSTER AUSSTATTUNG !",hamburg,atg,company
ObjectID(58402ae679baba5e570278ac),www.immobilienscout24.de/expose/88904232,immobilienscout,07:14:29,2016-06-14,2016-06-14T07:14:29Z,900,200,55.84,Provisionsfreie Wohnung am Harras (Sendling-Westpark)!!!,münchen,gip,private
ObjectID(58402ae779baba5e570278ae),www.immobilienscout24.de/expose/88909842,immobilienscout,07:14:30,2016-06-14,2016-06-14T07:14:30Z,388,200,52.66,"Grün, Wasser, Kultur, Einkaufsmöglichkeiten-in Friedrichshagen ist alles möglich",berlin,itg,company
