_id,link,website,request_time,request_date,request_datetime,flat_meta.price,flat_meta.rooms,flat_meta.surface,flat_meta.title,city,order,orga
ObjectID(584054a679baba5e57029700),www.immowelt.de/expose/2ARKJ4L,immowelt,17:15:30,2016-07-12,2016-07-12T17:15:30Z,250,NA,50,Gemütliche WHG mit W-Bad im 3.OG in Marten. EXPOSE/KONTAKT unter Link: www.cs-wohnungsagentur.de/wohnungen-suchen?cityId=262&expandSearch=1,dortmund,ygxa,company
ObjectID(584054a679baba5e57029702),www.immowelt.de/expose/2AAHE4L,immowelt,17:16:08,2016-07-12,2016-07-12T17:16:08Z,254.4,NA,50.88,"Ihr neues Zuhause: günstig geschnittene 3,5-Zimmer-Wohnung",dortmund,gta,company
ObjectID(584054a779baba5e57029704),www.immowelt.de/expose/2AQSL4L,immowelt,17:14:28,2016-07-12,2016-07-12T17:14:28Z,285,NA,46,Ruhige Lage- kleine gemütliche Wohnung,dresden,agt,company
ObjectID(584054a879baba5e57029706),www.immowelt.de/expose/2ATRF4L,immowelt,17:12:56,2016-07-12,2016-07-12T17:12:56Z,810,NA,51.4,Idyllisches Wohnen in der Mondstraße: Ruhige 2-Zimmer-Wohnung im Rückgebäude ab sofort in M-Untergiesing / Au zu vermieten,münchen,aag,company
ObjectID(584054a879baba5e57029708),www.immowelt.de/expose/2A7UJ4L,immowelt,17:13:01,2016-07-12,2016-07-12T17:13:01Z,282,NA,47,"2ZKB in direkter Nähe zum Stötteritzer Wäldchen, * ideal für Singles * beste Infrastruktur",leipzig,ttgi,company
ObjectID(584054a979baba5e5702970a),www.immowelt.de/expose/2AV8F4L,immowelt,17:12:43,2016-07-12,2016-07-12T17:12:43Z,600,NA,57.14,"Erstbezug nach kompletter Modernisierung! 2,5 Zimmer-Wohnung im Hamburg-Bramfeld",hamburg,aapg,company
ObjectID(584054aa79baba5e5702970c),www.immowelt.de/expose/2AH8M4L,immowelt,17:13:50,2016-07-12,2016-07-12T17:13:50Z,309.5,NA,37.54,Leben in den Seidnitzer Gärten - Hochwertige Denkmalschutz-Sanierung,dresden,aagi,company
ObjectID(584054aa79baba5e5702970e),www.immowelt.de/expose/2A3EE4L,immowelt,17:14:33,2016-07-12,2016-07-12T17:14:33Z,520,NA,57,*** 2 Zimmer- WG geeignet im ruhigen Nibelungenviertel ***,nürnberg,ggia,company
ObjectID(584054ab79baba5e57029710),www.immowelt.de/expose/2A8PE4L,immowelt,17:14:56,2016-07-12,2016-07-12T17:14:56Z,384.56,NA,42.53,Lust auf Veränderung: 1-Zimmer-Wohnung in Stadtlage,köln,ttig,company
ObjectID(584054b679baba5e57029712),www.immowelt.de/expose/2AKXK4L,immowelt,17:13:49,2016-07-12,2016-07-12T17:13:49Z,758,NA,42.12,DAS PERFEKTE SINGLE APPARTEMENT,frankfurt,tg,company
ObjectID(584054b879baba5e57029714),www.immowelt.de/expose/2ACRE4L,immowelt,17:14:52,2016-07-12,2016-07-12T17:14:52Z,450,NA,30,Ansehen: frisch modernisiertes Wohnglück,köln,pg,company
ObjectID(584054d679baba5e57029716),www.immowelt.de/expose/2ARVQ4L,immowelt,07:51:51,2016-07-13,2016-07-13T07:51:51Z,260,NA,50,Wohnung!,nürnberg,agt,company
ObjectID(584054d779baba5e57029718),www.immowelt.de/expose/2AM5R4L,immowelt,07:51:56,2016-07-13,2016-07-13T07:51:56Z,341,NA,42.92,Gemütliche Wohnung in zentraler Lage,hamburg,git,company
ObjectID(584054d779baba5e5702971a),www.immowelt.de/expose/2AAYN4L,immowelt,07:52:10,2016-07-13,2016-07-13T07:52:10Z,370,NA,40,Ein-Zimmer-Wohnung,münchen,agi,private
ObjectID(584054d879baba5e5702971c),www.immowelt.de/expose/2ACDM4L,immowelt,07:52:12,2016-07-13,2016-07-13T07:52:12Z,699,NA,39,Appartement mit großer Wohnküche,münchen,iga,company
ObjectID(584054d979baba5e5702971e),www.immowelt.de/expose/2AEWQ4L,immowelt,07:52:18,2016-07-13,2016-07-13T07:52:18Z,260,NA,50,Wohnung!,hamburg,axtyg,company
ObjectID(584054d979baba5e57029720),www.immowelt.de/expose/2AWCN4L,immowelt,07:52:22,2016-07-13,2016-07-13T07:52:22Z,373.31,NA,51.35,Tolle neu renovierte 2-Zi.-Wohnung mit 2 Balkonen! Besichtigung Mi. 13.7. um 14:30 Uhr,nürnberg,igp,company
ObjectID(584054da79baba5e57029722),www.immowelt.de/expose/2A33R4K,immowelt,07:52:36,2016-07-13,2016-07-13T07:52:36Z,319,NA,58,Sonnige - 3-R-Whg. san. Altbau 4.OG /DG ca.58 m²; in Magdeburg- Stadtfeld OSt mit EBK ! Zu vermieten,magdeburg,gap,company
ObjectID(584054da79baba5e57029724),www.immowelt.de/expose/2ALPM4L,immowelt,07:52:41,2016-07-13,2016-07-13T07:52:41Z,340,NA,55,Schicke Dachgeschosswohnung mit großem Balkon,magdeburg,tag,company
ObjectID(584054db79baba5e57029726),www.immowelt.de/expose/2ATEN4L,immowelt,07:52:48,2016-07-13,2016-07-13T07:52:48Z,520,NA,54,"Idyllisch gelegene an der Wandse, teilmöbl.- 1-2-Zim- Wohnung in HH- Tonndorf",hamburg,gai,private
ObjectID(584054dc79baba5e5702972a),www.immowelt.de/expose/2A6JP4L,immowelt,07:53:01,2016-07-13,2016-07-13T07:53:01Z,350,NA,40,Eine geräumige und helle,dortmund,gpt,private
ObjectID(584054dc79baba5e5702972c),www.immowelt.de/expose/2AFYS4L,immowelt,07:52:58,2016-07-13,2016-07-13T07:52:58Z,305,NA,50,NEU: Gemütliche 2-Raumwohnung mit Einbauküche und Balkon!,leipzig,pga,company
ObjectID(584054dd79baba5e5702972e),www.immowelt.de/expose/2AFWQ4L,immowelt,07:53:05,2016-07-13,2016-07-13T07:53:05Z,330,NA,42,Lichtdurchflutete 2-Zimmer-Wohnung in Innenstadtnähe,dortmund,pgi,company
ObjectID(584054dd79baba5e57029730),www.immowelt.de/expose/2AD7P4L,immowelt,07:53:05,2016-07-13,2016-07-13T07:53:05Z,390,NA,40,Mieten ruhige Wohnung mit einem Zimmer,nürnberg,agp,private
ObjectID(584054de79baba5e57029734),www.immowelt.de/expose/2AWVQ4L,immowelt,07:53:26,2016-07-13,2016-07-13T07:53:26Z,260,NA,50,Wohnung!,berlin,gta,company
ObjectID(584054df79baba5e57029736),www.immowelt.de/expose/2AWFR4L,immowelt,07:53:24,2016-07-13,2016-07-13T07:53:24Z,590,NA,47.5,Moderne 2-Zimmer-Wohnung mitten in Barmbek-Süd,hamburg,agi,company
ObjectID(584054e079baba5e5702973a),www.immowelt.de/expose/2AKBP4L,immowelt,07:53:31,2016-07-13,2016-07-13T07:53:31Z,350,NA,40,Komfortable Wohnung mit einem Zimmer,frankfurt,apg,private
ObjectID(584054e179baba5e5702973c),www.immowelt.de/expose/2ANDN4L,immowelt,07:53:37,2016-07-13,2016-07-13T07:53:37Z,480,NA,40,"voll möblierte 1,5-Zimmer Wohnung",münchen,pga,private
ObjectID(584054e179baba5e5702973e),www.immowelt.de/expose/2AVZA4L,immowelt,07:53:41,2016-07-13,2016-07-13T07:53:41Z,422,NA,54.84,"Sehr ruh., hübsche 2-Zi.-AB-Whg. mit neu abgez.- Di., gfl. W-B, BK  - Nähe Stadtpark Steglitz",berlin,gip,company
ObjectID(584054e279baba5e57029740),www.immowelt.de/expose/2AHXQ4L,immowelt,07:53:49,2016-07-13,2016-07-13T07:53:49Z,260,NA,50,Wohnung!,dortmund,gpi,company
ObjectID(584054e279baba5e57029742),www.immowelt.de/expose/2ACUQ4L,immowelt,07:53:47,2016-07-13,2016-07-13T07:53:47Z,485,NA,49,Wunderschöne 2-Zimmerwohnung - saniert!,berlin,igt,company
ObjectID(584054e379baba5e57029744),www.immowelt.de/expose/2AJLP4L,immowelt,07:54:02,2016-07-13,2016-07-13T07:54:02Z,390,NA,39,Ein Reinraum und aufgehellt,berlin,gtp,private
ObjectID(584054e379baba5e57029746),www.immowelt.de/expose/2AHVS4L,immowelt,07:54:08,2016-07-13,2016-07-13T07:54:08Z,289,NA,49.45,**PERFEKT! EG-Wohnung in Bodelschwingh**,dortmund,tpg,company
ObjectID(584054e479baba5e57029748),www.immowelt.de/expose/2AEJP4L,immowelt,07:54:27,2016-07-13,2016-07-13T07:54:27Z,295,NA,36,NÜRNBERG-EIBACH !  Renovierte und idyllisch gelegene 1-Zimmer-Erdgeschosswohnung !,nürnberg,agt,company
ObjectID(5840550079baba5e5702974a),www.immowelt.de/expose/2AW224M,immowelt,16:37:46,2016-07-13,2016-07-13T16:37:46Z,435,NA,45,2 Zimmer Wohnung mit Zentralheizung und Balkon zu vermieten-,nürnberg,tg,company
ObjectID(5840550179baba5e5702974c),www.immowelt.de/expose/2ADXU4L,immowelt,16:37:49,2016-07-13,2016-07-13T16:37:49Z,449,NA,49,*Einziehen und wohlfühlen in ruhiger Atmosphäre nähe Wannsee*,berlin,ag,company
ObjectID(5840550179baba5e5702974e),www.immowelt.de/expose/2ABD24M,immowelt,16:37:43,2016-07-13,2016-07-13T16:37:43Z,419,NA,55.82,Am Phönixsee!!! Single-Wohnung zum WOHLFÜHLEN zu vermieten!!!,dortmund,tp,company
ObjectID(5840550279baba5e57029750),www.immowelt.de/expose/2AW9T4L,immowelt,16:37:50,2016-07-13,2016-07-13T16:37:50Z,400.66,NA,59.8,3 Zimmerwohnung im Erdgeschoss,hamburg,gt,company
ObjectID(5840550279baba5e57029752),www.immowelt.de/expose/2AWYU4L,immowelt,16:38:02,2016-07-13,2016-07-13T16:38:02Z,465,NA,60,2-Zimmerwohnung in Tiergarten suchen neue Mieter!,berlin,ai,company
ObjectID(5840550379baba5e57029754),www.immowelt.de/expose/2AG9W4L,immowelt,16:38:02,2016-07-13,2016-07-13T16:38:02Z,320,NA,42,kleines Apartmentnahe Innenstadt und doch ruhig,magdeburg,gi,company
ObjectID(5840550379baba5e57029756),www.immowelt.de/expose/2A8CV4L,immowelt,16:38:04,2016-07-13,2016-07-13T16:38:04Z,450,NA,35,Ideale Wohnlage Berlin-Charlottenburg,berlin,ga,private
ObjectID(5840550479baba5e57029758),www.immowelt.de/expose/2A8NZ4L,immowelt,16:38:14,2016-07-13,2016-07-13T16:38:14Z,450,NA,50,TOP 2-Zimmerwohnung in Köln-Meschenich,köln,gt,company
ObjectID(5840550579baba5e5702975a),www.immowelt.de/expose/2AFVZ4L,immowelt,16:38:25,2016-07-13,2016-07-13T16:38:25Z,462,NA,44,"1 Zimmer Wohnung, HH-Alsterdorf",hamburg,gp,company
ObjectID(5840550579baba5e5702975c),www.immowelt.de/expose/2A8VV4L,immowelt,16:38:23,2016-07-13,2016-07-13T16:38:23Z,296,NA,57,+++Der Preis ist heiß! Hier stimmen Qualität und Wohlfühlfaktor!+++,leipzig,ip,company
ObjectID(5840550679baba5e5702975e),www.immowelt.de/expose/2AKBZ4L,immowelt,16:38:56,2016-07-13,2016-07-13T16:38:56Z,354,NA,47.23,Phönixsee!!! Single-Wohnung komplett renoviert zu vermieten!!!,dortmund,ga,company
ObjectID(5840550679baba5e57029760),www.immowelt.de/expose/2A3JU4L,immowelt,16:38:50,2016-07-13,2016-07-13T16:38:50Z,260.69,NA,57.53,"Gelegenheit: individuelle 2,5-Zimmer-Wohnung (WBS)",dortmund,ti,company
ObjectID(5840550779baba5e57029762),www.immowelt.de/expose/2AT5U4L,immowelt,16:38:51,2016-07-13,2016-07-13T16:38:51Z,149.23,NA,33.61,Ansprechendes 1-Zimmer-Single-Appartment,leipzig,pg,company
ObjectID(5840550779baba5e57029764),www.immowelt.de/expose/2APRV4L,immowelt,16:38:40,2016-07-13,2016-07-13T16:38:40Z,365,NA,45.3,"schöne, helle 2-Zimmer-Wohnung, Provisionsfrei",nürnberg,tg,company
ObjectID(5840550879baba5e57029766),www.immowelt.de/expose/2AGDV4L,immowelt,16:38:51,2016-07-13,2016-07-13T16:38:51Z,295,NA,36,NÜRNBERG-EIBACH !  Renovierte und idyllisch gelegene 1-Zimmer-Erdgeschosswohnung !,nürnberg,pg,company
ObjectID(5840550879baba5e57029768),www.immowelt.de/expose/2AL7W4L,immowelt,16:38:56,2016-07-13,2016-07-13T16:38:56Z,268,NA,50,Super 2 RW mitten in MD Stadtfeld mit EBK,magdeburg,pg,company
ObjectID(5840550979baba5e5702976a),www.immowelt.de/expose/2AZTZ4L,immowelt,16:39:00,2016-07-13,2016-07-13T16:39:00Z,380,NA,38,1-Zimmer-Wohnung Nürnberg-Innenstadt,nürnberg,ig,company
ObjectID(5840550979baba5e5702976c),www.immowelt.de/expose/2A2324M,immowelt,16:39:03,2016-07-13,2016-07-13T16:39:03Z,395,NA,47,Traumhafte 1 Zimmer Wohnung mit Balkon im wärmegedämmten Haus in Hamburg - Rahlstedt zu vermieten!,hamburg,gi,company
ObjectID(5840550a79baba5e5702976e),www.immowelt.de/expose/2AY3Z4L,immowelt,16:39:13,2016-07-13,2016-07-13T16:39:13Z,289,NA,35,TOP Lage -  1 RWE im Hinterhaus - Balkon- Laminat - ab 01.08.2016,leipzig,gi,company
ObjectID(5840550a79baba5e57029770),www.immowelt.de/expose/2AUYU4L,immowelt,16:39:25,2016-07-13,2016-07-13T16:39:25Z,330,NA,50.46,Maisonettewohnung im Herzen Stadtfelds,magdeburg,gp,company
ObjectID(5840550b79baba5e57029772),www.immowelt.de/expose/2A95U4L,immowelt,16:39:36,2016-07-13,2016-07-13T16:39:36Z,315.9,NA,48.6,Bezugsfähige Wohnung sucht Mieter: hier können Sie ohne Kosten und Mühe direkt einziehen.,dresden,ig,company
ObjectID(5840550b79baba5e57029774),www.immowelt.de/expose/2ALHZ4L,immowelt,16:41:17,2016-07-13,2016-07-13T16:41:17Z,477,NA,40,"""BELIEBTES CHARLOTTENBURG: WOHNEN AN DER DEUTSCHEN OPER! APPARTEMENT MIT EINBAUKÜCHE & BALKON!""",berlin,ixay,company
ObjectID(5840550c79baba5e57029776),www.immowelt.de/expose/2AE8N4L,immowelt,16:39:53,2016-07-13,2016-07-13T16:39:53Z,400,NA,35,2 Zimmer Wohnung Balkon Köln Innenstadt,köln,pg,company
ObjectID(5840550c79baba5e57029778),www.immowelt.de/expose/2ATVZ4L,immowelt,16:40:05,2016-07-13,2016-07-13T16:40:05Z,446,NA,55.8,MIT BALKON  - 2 Zimmer Wohnung in Dresden-Kaditz!,dresden,ag,company
ObjectID(5840550d79baba5e5702977a),www.immowelt.de/expose/2A78N4L,immowelt,16:40:16,2016-07-13,2016-07-13T16:40:16Z,555,NA,50,2 Zimmer Wohnung Köln Innenstadt,köln,ag,company
ObjectID(5840550d79baba5e5702977c),www.immowelt.de/expose/2AR5U4L,immowelt,16:40:21,2016-07-13,2016-07-13T16:40:21Z,304.72,NA,48.6,Preiswerte und interessante 2-Zimmer-Wohnung,dresden,pt,company
ObjectID(5840550e79baba5e5702977e),www.immowelt.de/expose/2AYFU4L,immowelt,16:40:17,2016-07-13,2016-07-13T16:40:17Z,200,NA,36,Am Lindenauer Markt - Niedliche Singlewohnung in ruhiger Lage,leipzig,ip,company
ObjectID(5840550e79baba5e57029780),www.immowelt.de/expose/2AFXY4L,immowelt,16:40:27,2016-07-13,2016-07-13T16:40:27Z,600,NA,50,2Zi. wohnung EG in der südstadt zu vermieten,köln,gp,private
ObjectID(5840550f79baba5e57029782),www.immowelt.de/expose/2APBU4L,immowelt,16:40:27,2016-07-13,2016-07-13T16:40:27Z,507.33,NA,38.71,Klein aber fein - wir sanieren und renovieren für Sie!,frankfurt,tg,company
ObjectID(5840550f79baba5e57029784),www.immowelt.de/expose/2A5K24M,immowelt,16:40:35,2016-07-13,2016-07-13T16:40:35Z,368,NA,40.49,Schöne Wohnung im EG mit kleiner Terrasse,hamburg,ag,company
ObjectID(5840551079baba5e57029786),www.immowelt.de/expose/2AM5U4L,immowelt,16:40:41,2016-07-13,2016-07-13T16:40:41Z,281.88,NA,48.6,"sofortiger Bezug möglich, bei Anmietung im Juli - 2 Monate mietfrei",dresden,tp,company
ObjectID(5840552079baba5e57029788),www.immowelt.de/expose/2A6U74M,immowelt,08:10:27,2016-07-14,2016-07-14T08:10:27Z,313.92,NA,60,Ein Blick hinter die Fassade lohnt sich,leipzig,gai,company
ObjectID(5840552179baba5e5702978a),www.immowelt.de/expose/2ATCA4M,immowelt,08:10:27,2016-07-14,2016-07-14T08:10:27Z,316.74,NA,56.56,"Ab sofort! sonniger Balkon, Nähe Elbepark, gute Verkehrsanbindung",dresden,pgt,company
ObjectID(5840552279baba5e5702978c),www.immowelt.de/expose/2AFD34M,immowelt,08:10:48,2016-07-14,2016-07-14T08:10:48Z,450,NA,47,Köln-Westhoven,köln,ptg,private
ObjectID(5840552279baba5e5702978e),www.immowelt.de/expose/2A3AA4M,immowelt,08:10:53,2016-07-14,2016-07-14T08:10:53Z,450,NA,50,2 Zi.-Wohnung in 90461 Nürnberg,nürnberg,pga,company
ObjectID(5840552379baba5e57029790),www.immowelt.de/expose/2AFV94M,immowelt,08:11:11,2016-07-14,2016-07-14T08:11:11Z,449,NA,57.25,2 Zimmer-Wohnung in Köln Höhenhaus,köln,pxgya,company
ObjectID(5840552379baba5e57029792),www.immowelt.de/expose/2ANE64M,immowelt,08:11:13,2016-07-14,2016-07-14T08:11:13Z,275,NA,31,"klein aber fein: 1 Zi-Dach-Appartement mit Westbalkon, EBK und Balkon in Karow",berlin,gpi,company
ObjectID(5840552479baba5e57029794),www.immowelt.de/expose/2AKEA4M,immowelt,08:11:02,2016-07-14,2016-07-14T08:11:02Z,479.94,NA,30.55,Perfekte Lage und hohes Ausstattungsniveau - 1 Zimmer auf 30 qm,frankfurt,tag,company
ObjectID(5840552479baba5e57029796),www.immowelt.de/expose/2AKT24M,immowelt,08:11:25,2016-07-14,2016-07-14T08:11:25Z,360,NA,52.02,"Süßes Dachgeschoss mit Einbauküche, Laminat, Bad mit Dusche und Fenster!",dresden,ptg,company
ObjectID(5840552579baba5e57029798),www.immowelt.de/expose/2A53Z4L,immowelt,08:11:18,2016-07-14,2016-07-14T08:11:18Z,400,NA,34,1 Zimmer Wohnung nahe Helmholtz Platz,berlin,gpi,private
ObjectID(5840552579baba5e5702979a),www.immowelt.de/expose/2AD734M,immowelt,08:11:24,2016-07-14,2016-07-14T08:11:24Z,500,NA,46,Tolle Lage! Helle moderne 2-Zimmer-Wohnung mit Balkon in Junkersdorf!,köln,gta,company
ObjectID(5840552679baba5e5702979c),www.immowelt.de/expose/2ANG64M,immowelt,08:11:26,2016-07-14,2016-07-14T08:11:26Z,403.7,NA,55.06,"2 Zimmer mit Balkon zum Innenhof, neues Duschbad",berlin,pgt,company
ObjectID(5840552679baba5e5702979e),www.immowelt.de/expose/2AHN24M,immowelt,07:38:30,2016-07-14,2016-07-14T07:38:30Z,374.07,NA,40,2 Zi.-Whg. in Harburg-Kern: Besichtigung Donnerstag 14.07.2016 um 07:45 Uhr,hamburg,gp,company
ObjectID(5840552779baba5e570297a0),www.immowelt.de/expose/2AFC74M,immowelt,08:12:15,2016-07-14,2016-07-14T08:12:15Z,790,NA,34,1.-Zimmer-Apartment. im Münchener Norden zum 01.09.2016,münchen,gap,private
ObjectID(5840552779baba5e570297a2),www.immowelt.de/expose/2AQA44M,immowelt,08:12:25,2016-07-14,2016-07-14T08:12:25Z,260,NA,50,Wohnung!,nürnberg,pag,company
ObjectID(5840552879baba5e570297a4),www.immowelt.de/expose/2ATZ94M,immowelt,08:12:51,2016-07-14,2016-07-14T08:12:51Z,390,NA,60,// SONNIGE ZWEI ZIMMERWOHNUNG MIT BALKON IN DEN ROSENHÖFEN IN WAHREN! //,leipzig,gpt,company
ObjectID(5840552979baba5e570297a6),www.immowelt.de/expose/2A53A4M,immowelt,08:12:49,2016-07-14,2016-07-14T08:12:49Z,260,NA,43.3,Lichtdurchflutete Singlewohnung unterm Dach!,leipzig,igp,company
ObjectID(5840552979baba5e570297a8),www.immowelt.de/expose/2AXAA4M,immowelt,08:12:56,2016-07-14,2016-07-14T08:12:56Z,399,NA,45,2 Zi.-Wohnung in Nürnberg St. Leonhard,nürnberg,aig,company
ObjectID(5840552979baba5e570297aa),www.immowelt.de/expose/2AJB84M,immowelt,08:13:01,2016-07-14,2016-07-14T08:13:01Z,212.5,NA,31.48,Aufzugsanbau und Fassadendämmung 2016!,leipzig,gai,company
ObjectID(5840552a79baba5e570297ac),www.immowelt.de/expose/2AWX34M,immowelt,08:13:23,2016-07-14,2016-07-14T08:13:23Z,386,NA,48.5,Gemütliche kleine Wohnung ideal für Singles mit EBK,dresden,ipg,company
ObjectID(5840552a79baba5e570297ae),www.immowelt.de/expose/2ABX74M,immowelt,08:13:20,2016-07-14,2016-07-14T08:13:20Z,350,NA,30,1 Zimmer Wohnung -renoviert- mit neuer EBK - und Aufzug im Haus,nürnberg,pga,company
ObjectID(5840552b79baba5e570297b0),www.immowelt.de/expose/2ARK24M,immowelt,08:13:52,2016-07-14,2016-07-14T08:13:52Z,285,NA,40,WBS MIT DRINGLICHKEIT ERFORDERLICH! GUT GESCHNITTENE & RUHIG GELEGENE SINGLE-WOHNUNG IN BUCKOW,berlin,tig,company
ObjectID(5840552b79baba5e570297b2),www.immowelt.de/expose/2AZW54M,immowelt,08:13:50,2016-07-14,2016-07-14T08:13:50Z,525,NA,54,Gepflegte Altbauwohnung in zentraler Lage von Frankfurt/Griesheim,frankfurt,gip,company
ObjectID(5840552c79baba5e570297b4),www.immowelt.de/expose/2ARA74M,immowelt,08:14:05,2016-07-14,2016-07-14T08:14:05Z,453.79,NA,58.7,HH-Altona: 2-Zi.-Whg. mit neuer Küchenzeile! WB-Schein erforderlich!,hamburg,gxpyt,company
ObjectID(5840552c79baba5e570297b6),www.immowelt.de/expose/2AEV94M,immowelt,08:14:11,2016-07-14,2016-07-14T08:14:11Z,419,NA,52.45,Starterwohnung in Köln / Höhenhaus,köln,pig,company
ObjectID(5840552d79baba5e570297b8),www.immowelt.de/expose/2AVJ34M,immowelt,08:14:10,2016-07-14,2016-07-14T08:14:10Z,490,NA,38,Ruhiges 1 Zi. App. Obermenzing,münchen,gppt,company
ObjectID(5840552d79baba5e570297ba),www.immowelt.de/expose/2AEJ34M,immowelt,08:14:08,2016-07-14,2016-07-14T08:14:08Z,395,NA,52,"Balkon, Wannenbad & Einbauküche in ruhiger & grüner Lage",dresden,pgt,company
ObjectID(5840552e79baba5e570297bc),www.immowelt.de/expose/2AZ554M,immowelt,08:14:13,2016-07-14,2016-07-14T08:14:13Z,632.96,NA,55,In Elbnähe: 2-Zimmer-Wohnung mit Dachterrasse,hamburg,ptg,company
ObjectID(5840552f79baba5e570297be),www.immowelt.de/expose/2ACA74M,immowelt,08:11:22,2016-07-14,2016-07-14T08:11:22Z,566,NA,59.16,HH-Altona: Gut geschnittene 2-Zi.-Whg. mit offener Küche ab sofort!,hamburg,pig,company
ObjectID(5840555079baba5e570297c0),www.immowelt.de/expose/2APVB4M,immowelt,07:55:06,2016-07-15,2016-07-15T07:55:06Z,745,NA,60,Modernisierte 2-Zimmer-Wohnung in München-Neuperlach,münchen,iag,company
ObjectID(5840555179baba5e570297c2),www.immowelt.de/expose/2ANWK4M,immowelt,07:55:08,2016-07-15,2016-07-15T07:55:08Z,490,NA,53,Schöne 2 Zimmer Wohnung Stadtteil St.Johannies,nürnberg,gia,private
ObjectID(5840555179baba5e570297c4),www.immowelt.de/expose/2AAQM4M,immowelt,07:55:06,2016-07-15,2016-07-15T07:55:06Z,320,NA,30,Sehr schöne Neu sanierte  sonnige 1-R -Wohnung im EG ca. 30  m²; in MD -Stadtfeld Ost zu vermieten !,magdeburg,atg,company
ObjectID(5840555279baba5e570297c6),www.immowelt.de/expose/2AAKG4M,immowelt,07:55:05,2016-07-15,2016-07-15T07:55:05Z,337,NA,49,Praktisch geschnittene Wohnung in ruhiger Lage! Alle Räume vom Flur begehbar!,dresden,agp,company
ObjectID(5840555279baba5e570297c8),www.immowelt.de/expose/2AXYC4M,immowelt,07:55:08,2016-07-15,2016-07-15T07:55:08Z,273.59,NA,47.17,Wohnungsangebot Fröbelstraße 44,magdeburg,aig,company
ObjectID(5840555379baba5e570297ca),www.immowelt.de/expose/2AL3G4M,immowelt,07:55:10,2016-07-15,2016-07-15T07:55:10Z,606,NA,33,Single Apartment Olympiadorf Profisionsfrei ab 01.08.2016,münchen,agt,private
ObjectID(5840555379baba5e570297cc),www.immowelt.de/expose/2AKZG4M,immowelt,07:55:20,2016-07-15,2016-07-15T07:55:20Z,575,NA,36,Schöne 1-Zimmer-Wohnung mit Süd-Dachterrasse,münchen,agp,company
ObjectID(5840555479baba5e570297ce),www.immowelt.de/expose/2ARBH4M,immowelt,07:55:17,2016-07-15,2016-07-15T07:55:17Z,367.62,NA,55.87,Ideal für Paare oder 2er WG: 3-Zi-Whg. in N-Steinbühl,nürnberg,igp,company
ObjectID(5840555479baba5e570297d0),www.immowelt.de/expose/2AT2E4M,immowelt,07:55:20,2016-07-15,2016-07-15T07:55:20Z,590,NA,45,Gepflegte  Zwei Zimmer in Horn!,hamburg,tig,company
ObjectID(5840555579baba5e570297d2),www.immowelt.de/expose/2A2FH4M,immowelt,07:55:21,2016-07-15,2016-07-15T07:55:21Z,185,NA,30,"KLEIN aber FEIN! - Wohnen am Landschaftspark - mit viel Ruhe und Blick in die ""GRÜNE"" Landschaft!",leipzig,igt,company
ObjectID(5840555579baba5e570297d4),www.immowelt.de/expose/2AAZN4M,immowelt,07:55:38,2016-07-15,2016-07-15T07:55:38Z,269.01,NA,57.87,SAMMELBESICHTIGUNG AM 28.07.2016 UM 11:00 UHR!!!!,köln,tig,company
ObjectID(5840555679baba5e570297d6),www.immowelt.de/expose/2AVTA4M,immowelt,07:55:26,2016-07-15,2016-07-15T07:55:26Z,735,NA,49,Modernisierung in 2016! Erstbezug: neu ausgebaute 2-Zimmer Dachgeschosswohnung!,münchen,tpg,company
ObjectID(5840555679baba5e570297d8),www.immowelt.de/expose/2AKVD4M,immowelt,07:55:50,2016-07-15,2016-07-15T07:55:50Z,470.7,NA,52.3,"gemütliche 1,5 Zi.-Wohnung",hamburg,gat,company
ObjectID(5840555779baba5e570297da),www.immowelt.de/expose/2ASQA4M,immowelt,08:04:27,2016-07-15,2016-07-15T08:04:27Z,379.64,NA,45.52,Sofort einziehen - in eine frisch modernisierte Wohnung!,dortmund,gip,company
ObjectID(5840555779baba5e570297dc),www.immowelt.de/expose/2AJQA4M,immowelt,08:04:27,2016-07-15,2016-07-15T08:04:27Z,256.36,NA,46.61,Attraktiv! 2-Zimmer-Wohnung,dortmund,gta,company
ObjectID(5840555879baba5e570297de),www.immowelt.de/expose/2A2ZC4M,immowelt,08:04:27,2016-07-15,2016-07-15T08:04:27Z,279.95,NA,55.99,Wohnungsangebot Silberschlagstraße 9,magdeburg,typxg,company
ObjectID(5840555879baba5e570297e0),www.immowelt.de/expose/2AZRF4M,immowelt,08:04:23,2016-07-15,2016-07-15T08:04:23Z,198,NA,34,Helle Dachgeschoßwohnung mit tollem Ausblick,dortmund,iag,private
ObjectID(5840555979baba5e570297e2),www.immowelt.de/expose/2ATDP4M,immowelt,08:04:24,2016-07-15,2016-07-15T08:04:24Z,255,NA,38,+++Wohnen in gepflegtem Umfeld***Tageslichtbad!Laminat!Balkon+++,leipzig,gpa,company
ObjectID(5840555979baba5e570297e4),www.immowelt.de/expose/2AHAE4M,immowelt,07:56:59,2016-07-15,2016-07-15T07:56:59Z,510,NA,60,Sonnige 2 Zimmerwohnung mit Balkon in Köln Ehrenfeld.,köln,agp,company
ObjectID(5840555a79baba5e570297e6),www.immowelt.de/expose/2AC8H4M,immowelt,07:57:07,2016-07-15,2016-07-15T07:57:07Z,400,NA,40,Appartement Balkon Köln Rodenkirchen,köln,git,company
