_id,link,website,request_time,request_date,request_datetime,flat_meta.price,flat_meta.rooms,flat_meta.surface,flat_meta.title,city,order,stage
ObjectID(584ffc3ac980817b111fd032),www.immowelt.de/expose/2BFR74A,immowelt,08:05:35,2016-09-08,2016-09-08T08:05:35Z,265,NA,44.02,** Gemütliche Singlewohnung mit 2 Balkonen und Laminat **,leipzig,NA,1
ObjectID(584ffc3ac980817b111fd033),www.immowelt.de/expose/2BYXY49,immowelt,08:05:48,2016-09-08,2016-09-08T08:05:48Z,622,NA,46.11,Schöne 2-Zimmer-.Wohnung im Herzen von Eimsbüttel!,hamburg,NA,1
ObjectID(584ffc3cc980817b111fd034),www.immowelt.de/expose/2BTYS49,immowelt,08:02:31,2016-09-08,2016-09-08T08:02:31Z,350,NA,33,OLYMPIA TOWER - Businesswohnen,münchen,NA,1
ObjectID(584ffc4ac980817b111fd035),www.immowelt.de/expose/2B3744A,immowelt,08:04:39,2016-09-08,2016-09-08T08:04:39Z,350,NA,38,Möbliertes 1 Zimmer wohnung.,münchen,NA,1
ObjectID(584ffc4dc980817b111fd036),www.immowelt.de/expose/2BD744A,immowelt,08:05:40,2016-09-08,2016-09-08T08:05:40Z,350,NA,38,Möbliertes 1 Zimmer wohnung.,köln,NA,1
ObjectID(584ffcc8c980817b111fd03e),www.immowelt.de/expose/2BLP54C,immowelt,16:51:09,2016-09-13,2016-09-13T16:51:09Z,690,NA,58,***KONTAKT BITTE NUR PER EMAIL** Schöne 2-Zimmer Wohnung mit Wohnküche in Trudering ***,münchen,NA,1
ObjectID(584ffccac980817b111fd03f),www.immobilienscout24.de/expose/90221404,immobilienscout,16:20:46,2016-09-13,2016-09-13T16:20:46Z,850,100,37,Lehel Rarität  mit  Isarblick -,münchen,NA,1
ObjectID(584ffcd9c980817b111fd061),www.immowelt.de/expose/2BMZH4C,immowelt,16:56:38,2016-09-14,2016-09-14T16:56:38Z,460,NA,55,Helle und freundliche 2 Zimmerwohnung mit Balkon in Köln Weiden zu vermieten provisionsfrei,köln,NA,1
ObjectID(584ffcdfc980817b111fd06d),www.immobilienscout24.de/expose/90238004,immobilienscout,16:39:19,2016-09-14,2016-09-14T16:39:19Z,345,350,50.73,"Etwas besonderes: interessante 3,5-Zimmer-Wohnung",dortmund,NA,1
ObjectID(584ffce3c980817b111fd079),www.immowelt.de/expose/2B4HN4C,immowelt,16:56:54,2016-09-14,2016-09-14T16:56:54Z,800,NA,48,IMMOBILIEN SCHNEIDER - NEUBAU Erstbezug - wunderschöne 2 Zimmer Wohnung mit Parkett und Garten,münchen,NA,1
ObjectID(584ffcf5c980817b111fd0a3),www.immowelt.de/expose/2B8WH4C,immowelt,16:07:48,2016-09-14,2016-09-14T16:07:48Z,354.8,NA,32.55,Ansehen: frisch modernisiertes Wohnglück,berlin,NA,1
ObjectID(584ffcfbc980817b111fd0b0),www.immobilienscout24.de/expose/90244912,immobilienscout,16:22:58,2016-09-14,2016-09-14T16:22:58Z,400,100,35,MÖBLIERTES WOHNEN,berlin,NA,1
ObjectID(584ffcffc980817b111fd0b2),www.immowelt.de/expose/2BFQN4C,immowelt,16:22:53,2016-09-14,2016-09-14T16:22:53Z,352,NA,58.6,"*wohnwert-leipzig.de* 2-Zi-Whg/Blk/Parkett/Designbad/Wohnkü./top-Anbindg./Stellpl./ges.: 446,-€",leipzig,NA,1
ObjectID(584ffd01c980817b111fd0b3),www.immobilienscout24.de/expose/77579880,immobilienscout,16:18:29,2016-09-14,2016-09-14T16:18:29Z,660,200,50,Kleine Maisonette-Wohnung zum Wohlfühlen,münchen,NA,1
ObjectID(584ffd09c980817b111fd0b5),www.immowelt.de/expose/2B7E44C,immowelt,16:13:40,2016-09-14,2016-09-14T16:13:40Z,400,NA,46,Ruhige und zentrale 1 Zimmer Wohnung mit Wohnküche im Nibelungenviertel - Nähe BA und Luitpoldhain,nürnberg,NA,1
ObjectID(584ffd19c980817b111fd0b6),www.immowelt.de/expose/2BJGJ4C,immowelt,16:14:04,2016-09-14,2016-09-14T16:14:04Z,535,NA,60,Gemütliche2-Zimmer-Wohnung im Mehrfamilienhaus,berlin,NA,1
ObjectID(584ffd1ec980817b111fd0b7),www.immowelt.de/expose/2BPLP4C,immowelt,16:08:01,2016-09-14,2016-09-14T16:08:01Z,370,NA,38,1 Zimmer Wohnung in Hamburg Heimfeld,hamburg,NA,1
ObjectID(584ffd24c980817b111fd0b9),www.immowelt.de/expose/2BLDS4C,immowelt,07:59:54,2016-09-15,2016-09-15T07:59:54Z,595,NA,46,ELEGANTE SINGELWOHNUNG - CENTRAL ABER RUHIG GELEGEN IN EHRENFELD,köln,NA,1
ObjectID(584ffd24c980817b111fd0ba),www.immobilienscout24.de/expose/90245804,immobilienscout,07:54:58,2016-09-15,2016-09-15T07:54:58Z,309,100,35.64,*Singlewohnung mit neuer EBK*Zentrumsnah*,leipzig,NA,1
ObjectID(584ffd28c980817b111fd0ca),www.immowelt.de/expose/2X4QT3W,immowelt,07:54:55,2016-09-15,2016-09-15T07:54:55Z,365,NA,48,MÖBLIERTE 2-ZIMMER-ALTBAUWOHNUNG; NÄHE HAUPTBAHNHOF!!,nürnberg,NA,1
ObjectID(584ffd29c980817b111fd0ce),www.immowelt.de/expose/2BQTU4C,immowelt,07:59:55,2016-09-15,2016-09-15T07:59:55Z,540,NA,55.52,WOHNBAU GMBH2-Zimmer-Wohnung in Hamburg - Eidelstedt,hamburg,NA,1
ObjectID(584ffd2cc980817b111fd0d6),www.immowelt.de/expose/2B3DQ4C,immowelt,07:26:30,2016-09-15,2016-09-15T07:26:30Z,360.43,NA,56,SAGA GWG Mietobjekt,hamburg,NA,1
ObjectID(584ffd2dc980817b111fd0db),www.immowelt.de/expose/2BNUT4C,immowelt,07:26:31,2016-09-15,2016-09-15T07:26:31Z,350,NA,38,Möbliertes 1 Zimmer wohnung.,frankfurt,NA,1
ObjectID(584ffd34c980817b111fd0f4),www.immobilienscout24.de/expose/75720407,immobilienscout,07:26:55,2016-09-15,2016-09-15T07:26:55Z,295,100,38,Komfortable Single Wohnung in Gartenstadt,berlin,NA,1
ObjectID(584ffd35c980817b111fd0f9),www.immowelt.de/expose/2BAUS4C,immowelt,08:00:13,2016-09-15,2016-09-15T08:00:13Z,405,NA,44.31,LANGENHORN-NORD: Schöne 2 Zimmer-Wohnung mit Balkon im 1.OG mit zusätzlichem Gästezimmer im Dachgeschoss,hamburg,NA,1
ObjectID(584ffd38c980817b111fd0fe),www.immobilienscout24.de/expose/90256789,immobilienscout,07:21:45,2016-09-15,2016-09-15T07:21:45Z,364,100,40,Siemensstadt - kleine 1 Zimmer Wohnung*neu renoviert*Duschbad*Erdgeschoss*,berlin,NA,1
ObjectID(584ffd3ac980817b111fd104),www.immowelt.de/expose/2B5YX4C,immowelt,07:55:52,2016-09-15,2016-09-15T07:55:52Z,320,NA,59.4,Willkommen daheim!,leipzig,NA,1
ObjectID(584ffd3fc980817b111fd114),www.immowelt.de/expose/2B2XX4C,immowelt,07:55:52,2016-09-15,2016-09-15T07:55:52Z,250,NA,44,schöne Wohnung mit Laminatboden,leipzig,NA,1
ObjectID(584ffd46c980817b111fd126),www.immobilienscout24.de/expose/90256787,immobilienscout,06:51:24,2016-09-15,2016-09-15T06:51:24Z,284,200,41,WOHLFÜHLEN GARANTIERT,magdeburg,NA,1
ObjectID(584ffd4ac980817b111fd128),www.immobilienscout24.de/expose/90254127,immobilienscout,06:51:25,2016-09-15,2016-09-15T06:51:25Z,500,100,56,1-Zimmer Wohnung Voll Möbliert !,köln,NA,1
ObjectID(584ffd55c980817b111fd12a),www.immowelt.de/expose/29RRK4H,immowelt,06:40:41,2016-09-15,2016-09-15T06:40:41Z,450,NA,53,SCHÖNE UND LICHTDURCHFLUTETE 2 ZIMMER WOHNUNG IN NBG./ OT EIBACH,nürnberg,NA,1
ObjectID(58500160c980817b111fd167),www.immowelt.de/expose/2BPHJ4P,immowelt,06:33:05,2016-10-13,2016-10-13T06:33:05Z,240,NA,40.74,"1ZKB 40,74m² Laminat, Wohnküche, DG, 15Minuten zur Uni",leipzig,NA,4
ObjectID(58516b8cc980817b111fd288),www.immobilienscout24.de/expose/89356393,immobilienscout,16:06:50,2016-07-18,2016-07-18T16:06:50Z,245.15,200,41.41,"ruhig, Tageslichtbad",leipzig,NA,4
